feature1	rs_abs	region_feature1	type_feature1	kruskal_pval_hl_hypoxia_fdr_feature1	ks_pval_fdr_hl_hypoxia_feature1	avg_fdrPval_hl_hypoxia_feature1	kendall_hl_hypoxia_abs_feature1	feature2	region_feature2	type_feature2	kruskal_pval_hl_hypoxia_fdr_feature2	ks_pval_fdr_hl_hypoxia_feature2	avg_fdrPval_hl_hypoxia_feature2	kendall_hl_hypoxia_abs_feature2
CDS_MFE_50_25nt_3p	0.644200510293952	CDS	secondaryStructure	0.00242739526315789	0.00418707933333333	0.00330723729824561	0.113530964545134	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.0000000002438045	0.0000003152903	0.00000015776705225	0.188897480592905
adja_CG_CDS	0.600300092916274	CDS	nucleotide	0.0000177804183333333	0.00000500186777777778	0.0000113911430555556	0.121168128012448	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.0000000002438045	0.0000003152903	0.00000015776705225	0.188897480592905
adja_GC_CDS	0.624604035286499	CDS	nucleotide	0.016491825	0.00853587578947368	0.0125138503947368	0.0956062243493948	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.0000000002438045	0.0000003152903	0.00000015776705225	0.188897480592905
Nucl_A_CDS	0.736910846742855	CDS	nucleotide	0.000237003066666667	0.000283087076923077	0.000260045071794872	0.119361771725854	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.0000000002438045	0.0000003152903	0.00000015776705225	0.188897480592905
Nucl_G_CDS	0.720626751552307	CDS	nucleotide	0.0000009879813	0.0000631964727272727	0.0000320922270136364	0.147142304673512	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.0000000002438045	0.0000003152903	0.00000015776705225	0.188897480592905
GC_CDS	0.796278705201739	CDS	nucleotide	0.000000509117	0.0000007464125	0.00000062776475	0.153523071762313	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.0000000002438045	0.0000003152903	0.00000015776705225	0.188897480592905
CDS_MFE_20_10nt_5p	0.709159279442906	CDS	secondaryStructure	0.527900597014925	0.408993958333333	0.468447277674129	0.0507807187392141	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.016491825	0.0143571045454545	0.0154244647727273	0.0907870116380797
CDS_MFE_50_25nt_CDS	0.663332171029223	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.016491825	0.0143571045454545	0.0154244647727273	0.0907870116380797
CDS_MFE_50_25nt_5p	0.870880777291934	CDS	secondaryStructure	0.05185975	0.018961	0.035410375	0.0828207988084984	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.016491825	0.0143571045454545	0.0154244647727273	0.0907870116380797
CDS_MFE_20_10nt_CDS	0.618311513656385	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.0000002260427125	0.00000178330428571429	0.00000100467349910714	0.158928332329097
CDS_MFE_20_10nt_mid	0.693367477905375	CDS	secondaryStructure	0.000000050673414	0.000003236847875	0.0000016437606445	0.163998012178062	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.0000002260427125	0.00000178330428571429	0.00000100467349910714	0.158928332329097
CDS_MFE_50_25nt_CDS	0.71443947919569	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.0000002260427125	0.00000178330428571429	0.00000100467349910714	0.158928332329097
CDS_MFE_50_25nt_mid	0.858421354658491	CDS	secondaryStructure	0.0000002260427125	0.0000007464125	0.00000048622760625	0.155153559625683	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.0000002260427125	0.00000178330428571429	0.00000100467349910714	0.158928332329097
GC_CDS	0.605966727236575	CDS	nucleotide	0.000000509117	0.0000007464125	0.00000062776475	0.153523071762313	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.0000002260427125	0.00000178330428571429	0.00000100467349910714	0.158928332329097
CDS_MFE_20_10nt_3p	0.661069302217918	CDS	secondaryStructure	0.0934447741935484	0.0232284041666667	0.0583365891801075	0.0837912733408226	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.0000000987009666666667	0.000013814079	0.00000695638998333333	0.167270235348589
CDS_MFE_50_25nt_CDS	0.622822158949636	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.0000000987009666666667	0.000013814079	0.00000695638998333333	0.167270235348589
CDS_MFE_50_25nt_3p	0.844701297494291	CDS	secondaryStructure	0.00242739526315789	0.00418707933333333	0.00330723729824561	0.113530964545134	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.0000000987009666666667	0.000013814079	0.00000695638998333333	0.167270235348589
CDS_MFE_20_10nt_5p	0.640421905850335	CDS	secondaryStructure	0.527900597014925	0.408993958333333	0.468447277674129	0.0507807187392141	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792
CDS_MFE_20_10nt_mid	0.705344441676735	CDS	secondaryStructure	0.000000050673414	0.000003236847875	0.0000016437606445	0.163998012178062	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792
CDS_MFE_20_10nt_3p	0.679778955169562	CDS	secondaryStructure	0.0934447741935484	0.0232284041666667	0.0583365891801075	0.0837912733408226	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792
CDS_MFE_50_25nt_CDS	0.819713764357017	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792
Nucl_A_CDS	0.668454120903736	CDS	nucleotide	0.000237003066666667	0.000283087076923077	0.000260045071794872	0.119361771725854	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792
Nucl_G_CDS	0.642414092337516	CDS	nucleotide	0.0000009879813	0.0000631964727272727	0.0000320922270136364	0.147142304673512	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792
GC_CDS	0.769790583286803	CDS	nucleotide	0.000000509117	0.0000007464125	0.00000062776475	0.153523071762313	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.0000138700872727273	0.000283087076923077	0.000148478582097902	0.140307510800792
CDS_MFE_50_25nt_5p	0.750223463797815	CDS	secondaryStructure	0.05185975	0.018961	0.035410375	0.0828207988084984	CDS_MFE_20_10nt_5p	CDS	secondaryStructure	0.527900597014925	0.408993958333333	0.468447277674129	0.0507807187392141
CDS_MFE_50_25nt_mid	0.754882347003031	CDS	secondaryStructure	0.0000002260427125	0.0000007464125	0.00000048622760625	0.155153559625683	CDS_MFE_20_10nt_mid	CDS	secondaryStructure	0.000000050673414	0.000003236847875	0.0000016437606445	0.163998012178062
CDS_MFE_50_25nt_3p	0.766651656609293	CDS	secondaryStructure	0.00242739526315789	0.00418707933333333	0.00330723729824561	0.113530964545134	CDS_MFE_20_10nt_3p	CDS	secondaryStructure	0.0934447741935484	0.0232284041666667	0.0583365891801075	0.0837912733408226
CDS_MFE_50_25nt_5p	0.679219605973878	CDS	secondaryStructure	0.05185975	0.018961	0.035410375	0.0828207988084984	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
CDS_MFE_50_25nt_mid	0.699721245699129	CDS	secondaryStructure	0.0000002260427125	0.0000007464125	0.00000048622760625	0.155153559625683	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
CDS_MFE_50_25nt_3p	0.679347033531292	CDS	secondaryStructure	0.00242739526315789	0.00418707933333333	0.00330723729824561	0.113530964545134	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
adja_CG_CDS	0.613742886809105	CDS	nucleotide	0.0000177804183333333	0.00000500186777777778	0.0000113911430555556	0.121168128012448	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
adja_GC_CDS	0.617369770780293	CDS	nucleotide	0.016491825	0.00853587578947368	0.0125138503947368	0.0956062243493948	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
Nucl_A_CDS	0.71801428987351	CDS	nucleotide	0.000237003066666667	0.000283087076923077	0.000260045071794872	0.119361771725854	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
Nucl_G_CDS	0.719242390285	CDS	nucleotide	0.0000009879813	0.0000631964727272727	0.0000320922270136364	0.147142304673512	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
GC_CDS	0.803789826164014	CDS	nucleotide	0.000000509117	0.0000007464125	0.00000062776475	0.153523071762313	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.000000050673414	0.0000007464125	0.000000398542957	0.166465021069422
start_codon_GUG	0.99787431671405	CDS	codon	0.23443154	0.348130428571429	0.291280984285714	0.0461287146543341	start_codon_AUG	CDS	codon	0.23443154	0.348130428571429	0.291280984285714	0.0487842233030509
AUG_CDS_5p18nt	0.929379258983217	CDS	codon	0.370010708333333	0.466732813953488	0.418371761143411	0.0516676755633803	start_codon_AUG	CDS	codon	0.23443154	0.348130428571429	0.291280984285714	0.0487842233030509
GUG_CDS_5p18nt	0.861315348634468	CDS	codon	0.52150868852459	1	0.760754344262295	0.0164653011640765	start_codon_AUG	CDS	codon	0.23443154	0.348130428571429	0.291280984285714	0.0487842233030509
AUG_CDS_5p18nt	0.92716933795345	CDS	codon	0.370010708333333	0.466732813953488	0.418371761143411	0.0516676755633803	start_codon_GUG	CDS	codon	0.23443154	0.348130428571429	0.291280984285714	0.0461287146543341
GUG_CDS_5p18nt	0.863615221239698	CDS	codon	0.52150868852459	1	0.760754344262295	0.0164653011640765	start_codon_GUG	CDS	codon	0.23443154	0.348130428571429	0.291280984285714	0.0461287146543341
stop_codon_UGA	0.859792886130385	CDS	codon	0.677640284090909	1	0.838820142045455	0.0514499558297367	stop_codon_UAG	CDS	codon	0.937546346153846	1	0.968773173076923	0.0229939886738734
adja_UA_CDS_3p18nt	0.68918890390858	CDS	nucleotide	0.527900597014925	1	0.763950298507463	0.0386508959557107	stop_codon_UAG	CDS	codon	0.937546346153846	1	0.968773173076923	0.0229939886738734
adja_UA_CDS_3p18nt	0.814611501368335	CDS	nucleotide	0.527900597014925	1	0.763950298507463	0.0386508959557107	stop_codon_UGA	CDS	codon	0.677640284090909	1	0.838820142045455	0.0514499558297367
GUG_CDS_5p18nt	0.799464191410566	CDS	codon	0.52150868852459	1	0.760754344262295	0.0164653011640765	AUG_CDS_5p18nt	CDS	codon	0.370010708333333	0.466732813953488	0.418371761143411	0.0516676755633803
adja_AU_CDS_5p18nt	0.655991574407013	CDS	nucleotide	0.428836883116883	1	0.714418441558442	0.0379689259814474	AUG_CDS_5p18nt	CDS	codon	0.370010708333333	0.466732813953488	0.418371761143411	0.0516676755633803
adja_GU_CDS_5p18nt	0.628565820482544	CDS	nucleotide	0.369510309859155	1	0.684755154929577	0.019986837380645	GUG_CDS_5p18nt	CDS	codon	0.52150868852459	1	0.760754344262295	0.0164653011640765
adja_UA_CDS	0.696215978521944	CDS	nucleotide	0.00155788170588235	0.00840462833333333	0.00498125501960784	0.116041213360435	UAC_CDSnstop	CDS	codon	0.833157289719626	0.942045810810811	0.887601550265218	0.000109654202709038
adja_AA_CDS	0.614873660853066	CDS	nucleotide	0.00624244095238095	0.023471737	0.0148570889761905	0.0869485536576059	AAG_CDSnstop	CDS	codon	0.356668701492537	0.348130428571429	0.352399565031983	0.014640276024998
adja_AG_CDS	0.649279130142461	CDS	nucleotide	0.52150868852459	0.3086398	0.415074244262295	0.0367566319437903	GAG_CDSnstop	CDS	codon	0.900867068965517	0.384091212765957	0.642479140865737	0.0280301759470352
Nucl_A_CDS_3p18nt	0.683184459388192	CDS	nucleotide	0.0716171928571429	0.896584428571429	0.484100810714286	0.0482016815065213	adja_AA_CDS_3p18nt	CDS	nucleotide	0.236182921568627	0.380446333333333	0.30831462745098	0.0605577940747732
Nucl_C_CDS_3p18nt	0.74265653344632	CDS	nucleotide	0.527900597014925	1	0.763950298507463	0.00964158860944645	adja_CC_CDS_3p18nt	CDS	nucleotide	0.749814521276596	1	0.874907260638298	0.00380330569404462
GC_CDS_3p18nt	0.623941193449584	CDS	nucleotide	0.658058235294118	1	0.829029117647059	0.0160978158369849	adja_GC_CDS_3p18nt	CDS	nucleotide	0.808583203883495	1	0.904291601941748	0.0200310412822164
Nucl_G_CDS_3p18nt	0.724674952618519	CDS	nucleotide	0.937546346153846	0.998166075949367	0.967856211051607	0.0198861518542454	adja_GG_CDS_3p18nt	CDS	nucleotide	0.52150868852459	1	0.760754344262295	0.0526438363330919
Nucl_T_CDS_3p18nt	0.626201312754457	CDS	nucleotide	0.520642818181818	1	0.760321409090909	0.0515400692762245	adja_UU_CDS_3p18nt	CDS	nucleotide	0.507341818181818	1	0.753670909090909	0.047470402948809
Nucl_A_CDS_5p18nt	0.622477578951815	CDS	nucleotide	0.585698289473684	0.987292666666667	0.786495478070176	0.00219441108388939	adja_AA_CDS_5p18nt	CDS	nucleotide	0.57965176056338	1	0.78982588028169	0.0437554814409618
Nucl_C_CDS_5p18nt	0.762317747078747	CDS	nucleotide	0.937546346153846	1	0.968773173076923	0.0190259932374058	adja_CC_CDS_5p18nt	CDS	nucleotide	0.899572467532468	1	0.949786233766234	0.0300805108817614
Nucl_G_CDS_5p18nt	0.638798331693141	CDS	nucleotide	0.233665717391304	0.378800740740741	0.306233229066023	0.0115992576991391	adja_GG_CDS_5p18nt	CDS	nucleotide	0.585698289473684	1	0.792849144736842	0.0272017503652468
Nucl_T_CDS_5p18nt	0.637059256838667	CDS	nucleotide	0.507341818181818	1	0.753670909090909	0.0135581608678171	adja_UU_CDS_5p18nt	CDS	nucleotide	0.230542090909091	1	0.615271045454545	0.0116365226941061
Nucl_A_CDS	0.771570533414532	CDS	nucleotide	0.000237003066666667	0.000283087076923077	0.000260045071794872	0.119361771725854	adja_AA_CDS	CDS	nucleotide	0.00624244095238095	0.023471737	0.0148570889761905	0.0869485536576059
Nucl_A_CDS	0.662408941308919	CDS	nucleotide	0.000237003066666667	0.000283087076923077	0.000260045071794872	0.119361771725854	adja_AG_CDS	CDS	nucleotide	0.52150868852459	0.3086398	0.415074244262295	0.0367566319437903
Nucl_G_CDS	0.603177160461644	CDS	nucleotide	0.0000009879813	0.0000631964727272727	0.0000320922270136364	0.147142304673512	adja_CA_CDS	CDS	nucleotide	0.0868545866666667	0.0521245571428571	0.0694895719047619	0.0668174394019285
Nucl_C_CDS	0.757587261444549	CDS	nucleotide	0.585698289473684	0.5827536	0.584225944736842	0.029546540657403	adja_CC_CDS	CDS	nucleotide	0.507341818181818	0.964552207792208	0.735947012987013	0.00649440011495715
adja_GC_CDS	0.602199595183811	CDS	nucleotide	0.016491825	0.00853587578947368	0.0125138503947368	0.0956062243493948	adja_CG_CDS	CDS	nucleotide	0.0000177804183333333	0.00000500186777777778	0.0000113911430555556	0.121168128012448
GC_CDS	0.738916615031396	CDS	nucleotide	0.000000509117	0.0000007464125	0.00000062776475	0.153523071762313	adja_CG_CDS	CDS	nucleotide	0.0000177804183333333	0.00000500186777777778	0.0000113911430555556	0.121168128012448
Nucl_A_CDS	0.658301900311679	CDS	nucleotide	0.000237003066666667	0.000283087076923077	0.000260045071794872	0.119361771725854	adja_GA_CDS	CDS	nucleotide	0.507341818181818	0.303750558823529	0.405546188502674	0.0567542172067869
GC_CDS	0.737921753446844	CDS	nucleotide	0.000000509117	0.0000007464125	0.00000062776475	0.153523071762313	adja_GC_CDS	CDS	nucleotide	0.016491825	0.00853587578947368	0.0125138503947368	0.0956062243493948
Nucl_G_CDS	0.753345284118109	CDS	nucleotide	0.0000009879813	0.0000631964727272727	0.0000320922270136364	0.147142304673512	adja_GG_CDS	CDS	nucleotide	0.0000848325153846154	0.0097766595	0.00493074600769231	0.132580163484298
Nucl_T_CDS	0.706599264909057	CDS	nucleotide	0.356668701492537	0.35312247826087	0.354895589876703	0.0497789682047794	adja_UU_CDS	CDS	nucleotide	0.230542090909091	0.29211523255814	0.261328661733615	0.0673421027360127
GC_CDS_3p18nt	0.645700586092198	CDS	nucleotide	0.658058235294118	1	0.829029117647059	0.0160978158369849	Nucl_A_CDS_3p18nt	CDS	nucleotide	0.0716171928571429	0.896584428571429	0.484100810714286	0.0482016815065213
GC_CDS	0.723733779123635	CDS	nucleotide	0.000000509117	0.0000007464125	0.00000062776475	0.153523071762313	Nucl_A_CDS	CDS	nucleotide	0.000237003066666667	0.000283087076923077	0.000260045071794872	0.119361771725854
ribo_CDSplus20up	0.993971495668303	CDS	ribosome	0.230542090909091	0.378800740740741	0.304671415824916	0.0555676121496814	ribo_CDS	CDS	ribosome	0.23443154	0.397604892857143	0.316018216428571	0.0524813781961456
ribo_5p_excl	0.992073110479681	CDS	ribosome	0.29686220338983	0.378800740740741	0.337831472065286	0.045016842445753	ribo_CDS	CDS	ribosome	0.23443154	0.397604892857143	0.316018216428571	0.0524813781961456
ribo_5p_excl	0.99297554319317	CDS	ribosome	0.29686220338983	0.378800740740741	0.337831472065286	0.045016842445753	ribo_CDSplus20up	CDS	ribosome	0.230542090909091	0.378800740740741	0.304671415824916	0.0555676121496814
transcript_5p20nt_all_First3nt_UnpairedProb	0.750094775070713	fpr_transcript	secondaryStructure	0.455153033707865	0.846677948717949	0.650915491212907	0.0124092828821558	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.455153033707865	0.997392419354839	0.726272726531352	0.0236972355955347
transcript_5p20nt_Avg_First3nt_UnpairedProb	0.786807100356168	fpr_transcript	secondaryStructure	0.52150868852459	0.75774693877551	0.63962781365005	0.00302395623842447	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.455153033707865	0.997392419354839	0.726272726531352	0.0236972355955347
transcript_5p20nt_all_First5nt_UnpairedProb	0.70857320954065	fpr_transcript	secondaryStructure	0.615186441717791	0.3086398	0.461913120858896	0.013868899653331	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.455153033707865	0.997392419354839	0.726272726531352	0.0236972355955347
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.815166445704787	fpr_transcript	secondaryStructure	0.527900597014925	0.954504385964912	0.741202491489919	0.000966584778899497	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.455153033707865	0.997392419354839	0.726272726531352	0.0236972355955347
transcript_5p20nt_Avg_First3nt_UnpairedProb	0.936226137757403	fpr_transcript	secondaryStructure	0.52150868852459	0.75774693877551	0.63962781365005	0.00302395623842447	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.455153033707865	0.846677948717949	0.650915491212907	0.0124092828821558
transcript_5p20nt_all_First5nt_UnpairedProb	0.775205760304003	fpr_transcript	secondaryStructure	0.615186441717791	0.3086398	0.461913120858896	0.013868899653331	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.455153033707865	0.846677948717949	0.650915491212907	0.0124092828821558
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.923939138531403	fpr_transcript	secondaryStructure	0.527900597014925	0.954504385964912	0.741202491489919	0.000966584778899497	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.455153033707865	0.846677948717949	0.650915491212907	0.0124092828821558
transcript_5p20nt_all_First5nt_UnpairedProb	0.679157327606757	fpr_transcript	secondaryStructure	0.615186441717791	0.3086398	0.461913120858896	0.013868899653331	transcript_5p20nt_Avg_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.52150868852459	0.75774693877551	0.63962781365005	0.00302395623842447
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.890323010779826	fpr_transcript	secondaryStructure	0.527900597014925	0.954504385964912	0.741202491489919	0.000966584778899497	transcript_5p20nt_Avg_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.52150868852459	0.75774693877551	0.63962781365005	0.00302395623842447
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.88993259913169	fpr_transcript	secondaryStructure	0.527900597014925	0.954504385964912	0.741202491489919	0.000966584778899497	transcript_5p20nt_all_First5nt_UnpairedProb	fpr_transcript	secondaryStructure	0.615186441717791	0.3086398	0.461913120858896	0.013868899653331
transcript_5p20nt_MFE	0.63325856753309	fpr_transcript	secondaryStructure	0.356668701492537	0.624683909090909	0.490676305291723	0.0249562568994079	transcript_5p20nt_all_First5nt_UnpairedProb	fpr_transcript	secondaryStructure	0.615186441717791	0.3086398	0.461913120858896	0.013868899653331
