feature1	rs_abs	region_feature1	type_feature1	kruskal_pval_hl_hypoxia_fdr_feature1	ks_pval_fdr_hl_hypoxia_feature1	avg_fdrPval_hl_hypoxia_feature1	kendall_hl_hypoxia_abs_feature1	feature2	region_feature2	type_feature2	kruskal_pval_hl_hypoxia_fdr_feature2	ks_pval_fdr_hl_hypoxia_feature2	avg_fdrPval_hl_hypoxia_feature2	kendall_hl_hypoxia_abs_feature2
CDS_MFE_50_25nt_mid	0.722728617416794	CDS	secondaryStructure	0.455114122137405	0.154848823529412	0.304981472833408	0.0481296161037606	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.000000109344	0.00004898705	0.000024548197	0.144589158727288
CDS_MFE_50_25nt_3p	0.64968054753604	CDS	secondaryStructure	0.000102965041666667	0.0000291762666666667	0.0000660706541666667	0.105799603706333	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.000000109344	0.00004898705	0.000024548197	0.144589158727288
adja_CG_CDS	0.705537045435599	CDS	nucleotide	0.0138792361111111	0.00395778571428571	0.00891851091269841	0.0793962665799021	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.000000109344	0.00004898705	0.000024548197	0.144589158727288
adja_GC_CDS	0.660943856256971	CDS	nucleotide	0.22466243902439	0.152041370967742	0.188351904996066	0.051275645079001	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.000000109344	0.00004898705	0.000024548197	0.144589158727288
Nucl_A_CDS	0.712536107044207	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.000000109344	0.00004898705	0.000024548197	0.144589158727288
Nucl_G_CDS	0.731953072398434	CDS	nucleotide	0.000001794888125	0.0006954935	0.0003486441940625	0.118751937484617	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.000000109344	0.00004898705	0.000024548197	0.144589158727288
GC_CDS	0.809550303186758	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.000000109344	0.00004898705	0.000024548197	0.144589158727288
CDS_MFE_20_10nt_CDS	0.669053814890695	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0000000689363	0.0000156646	0.00000786676815	0.140642731461883
CDS_MFE_20_10nt_5p	0.732956353327526	CDS	secondaryStructure	0.000118236961538462	0.0015522225	0.000835229730769231	0.0951326152707787	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0000000689363	0.0000156646	0.00000786676815	0.140642731461883
CDS_MFE_50_25nt_CDS	0.75221802342548	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0000000689363	0.0000156646	0.00000786676815	0.140642731461883
CDS_MFE_50_25nt_5p	0.886699029928602	CDS	secondaryStructure	0.0000001838815	0.00004106832	0.00002062610075	0.137583419139105	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0000000689363	0.0000156646	0.00000786676815	0.140642731461883
Nucl_A_CDS	0.623325751960484	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0000000689363	0.0000156646	0.00000786676815	0.140642731461883
Nucl_G_CDS	0.615733729944421	CDS	nucleotide	0.000001794888125	0.0006954935	0.0003486441940625	0.118751937484617	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0000000689363	0.0000156646	0.00000786676815	0.140642731461883
GC_CDS	0.642238660786545	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0000000689363	0.0000156646	0.00000786676815	0.140642731461883
CDS_MFE_20_10nt_CDS	0.671328184947054	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.009593328	0.01157383125	0.010583579625	0.0847367265997783
CDS_MFE_20_10nt_mid	0.702418355825762	CDS	secondaryStructure	0.118275615384615	0.0256368055555556	0.0719562104700855	0.0633944670779978	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.009593328	0.01157383125	0.010583579625	0.0847367265997783
CDS_MFE_50_25nt_CDS	0.751650009480625	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.009593328	0.01157383125	0.010583579625	0.0847367265997783
CDS_MFE_50_25nt_mid	0.86197599481305	CDS	secondaryStructure	0.455114122137405	0.154848823529412	0.304981472833408	0.0481296161037606	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.009593328	0.01157383125	0.010583579625	0.0847367265997783
GC_CDS	0.648274438725233	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.009593328	0.01157383125	0.010583579625	0.0847367265997783
CDS_MFE_20_10nt_3p	0.649087618577117	CDS	secondaryStructure	0.05131731	0.0404408378378378	0.0458790739189189	0.0671625117624989	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.00000052988625	0.000002774805	0.000001652345625	0.128113567384551
CDS_MFE_50_25nt_CDS	0.637713625946884	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.00000052988625	0.000002774805	0.000001652345625	0.128113567384551
CDS_MFE_50_25nt_3p	0.805596198436436	CDS	secondaryStructure	0.000102965041666667	0.0000291762666666667	0.0000660706541666667	0.105799603706333	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.00000052988625	0.000002774805	0.000001652345625	0.128113567384551
CDS_MFE_20_10nt_5p	0.696167538287854	CDS	secondaryStructure	0.000118236961538462	0.0015522225	0.000835229730769231	0.0951326152707787	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
CDS_MFE_20_10nt_mid	0.719088024405616	CDS	secondaryStructure	0.118275615384615	0.0256368055555556	0.0719562104700855	0.0633944670779978	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
CDS_MFE_20_10nt_3p	0.678025313552966	CDS	secondaryStructure	0.05131731	0.0404408378378378	0.0458790739189189	0.0671625117624989	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
CDS_MFE_50_25nt_CDS	0.864262923369343	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
CDS_MFE_50_25nt_5p	0.638119982923034	CDS	secondaryStructure	0.0000001838815	0.00004106832	0.00002062610075	0.137583419139105	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
CDS_MFE_50_25nt_mid	0.65511104168625	CDS	secondaryStructure	0.455114122137405	0.154848823529412	0.304981472833408	0.0481296161037606	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
CDS_MFE_50_25nt_3p	0.606533951830951	CDS	secondaryStructure	0.000102965041666667	0.0000291762666666667	0.0000660706541666667	0.105799603706333	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
adja_CG_CDS	0.650914753689517	CDS	nucleotide	0.0138792361111111	0.00395778571428571	0.00891851091269841	0.0793962665799021	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
adja_GC_CDS	0.64691136625129	CDS	nucleotide	0.22466243902439	0.152041370967742	0.188351904996066	0.051275645079001	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
Nucl_A_CDS	0.654045893818741	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
Nucl_G_CDS	0.697786153935826	CDS	nucleotide	0.000001794888125	0.0006954935	0.0003486441940625	0.118751937484617	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
GC_CDS	0.786166766347868	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000203084178571429	0.00430363333333333	0.00225335875595238	0.100386448128613
CDS_MFE_50_25nt_CDS	0.609826953482135	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366	CDS_MFE_20_10nt_5p	CDS	secondaryStructure	0.000118236961538462	0.0015522225	0.000835229730769231	0.0951326152707787
CDS_MFE_50_25nt_5p	0.781140823122301	CDS	secondaryStructure	0.0000001838815	0.00004106832	0.00002062610075	0.137583419139105	CDS_MFE_20_10nt_5p	CDS	secondaryStructure	0.000118236961538462	0.0015522225	0.000835229730769231	0.0951326152707787
CDS_MFE_50_25nt_CDS	0.636689085642405	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366	CDS_MFE_20_10nt_mid	CDS	secondaryStructure	0.118275615384615	0.0256368055555556	0.0719562104700855	0.0633944670779978
CDS_MFE_50_25nt_mid	0.756600505970611	CDS	secondaryStructure	0.455114122137405	0.154848823529412	0.304981472833408	0.0481296161037606	CDS_MFE_20_10nt_mid	CDS	secondaryStructure	0.118275615384615	0.0256368055555556	0.0719562104700855	0.0633944670779978
CDS_MFE_50_25nt_3p	0.754823456867014	CDS	secondaryStructure	0.000102965041666667	0.0000291762666666667	0.0000660706541666667	0.105799603706333	CDS_MFE_20_10nt_3p	CDS	secondaryStructure	0.05131731	0.0404408378378378	0.0458790739189189	0.0671625117624989
CDS_MFE_50_25nt_5p	0.742970652350017	CDS	secondaryStructure	0.0000001838815	0.00004106832	0.00002062610075	0.137583419139105	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
CDS_MFE_50_25nt_mid	0.756242398609958	CDS	secondaryStructure	0.455114122137405	0.154848823529412	0.304981472833408	0.0481296161037606	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
CDS_MFE_50_25nt_3p	0.680669765083732	CDS	secondaryStructure	0.000102965041666667	0.0000291762666666667	0.0000660706541666667	0.105799603706333	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
adja_CG_CDS	0.695878784305034	CDS	nucleotide	0.0138792361111111	0.00395778571428571	0.00891851091269841	0.0793962665799021	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
adja_GC_CDS	0.668685278799277	CDS	nucleotide	0.22466243902439	0.152041370967742	0.188351904996066	0.051275645079001	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
Nucl_A_CDS	0.709146750040436	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
Nucl_G_CDS	0.758178516440287	CDS	nucleotide	0.000001794888125	0.0006954935	0.0003486441940625	0.118751937484617	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
GC_CDS	0.81161486782941	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.00000480650555555555	0.0006954935	0.000350150002777778	0.128554171790366
GC_CDS	0.602943246511831	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	CDS_MFE_50_25nt_5p	CDS	secondaryStructure	0.0000001838815	0.00004106832	0.00002062610075	0.137583419139105
GC_CDS	0.61412368981615	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	CDS_MFE_50_25nt_mid	CDS	secondaryStructure	0.455114122137405	0.154848823529412	0.304981472833408	0.0481296161037606
start_codon_GUG	0.921950757130998	CDS	codon	0.665081219512195	1	0.832540609756098	0.00712136070505868	start_codon_AUG	CDS	codon	0.910039464285714	1	0.955019732142857	0.0000531777898274114
AUG_CDS_5p18nt	0.918483775786897	CDS	codon	0.968929836065574	1	0.984464918032787	0.00577419335623799	start_codon_AUG	CDS	codon	0.910039464285714	1	0.955019732142857	0.0000531777898274114
GUG_CDS_5p18nt	0.796014699462658	CDS	codon	0.604091988950276	1	0.802045994475138	0.0164190497557743	start_codon_AUG	CDS	codon	0.910039464285714	1	0.955019732142857	0.0000531777898274114
adja_AU_CDS_5p18nt	0.629460948427874	CDS	nucleotide	0.80079135021097	1	0.900395675105485	0.0168418202676091	start_codon_AUG	CDS	codon	0.910039464285714	1	0.955019732142857	0.0000531777898274114
AUG_CDS_5p18nt	0.844216571749322	CDS	codon	0.968929836065574	1	0.984464918032787	0.00577419335623799	start_codon_GUG	CDS	codon	0.665081219512195	1	0.832540609756098	0.00712136070505868
GUG_CDS_5p18nt	0.865780309746759	CDS	codon	0.604091988950276	1	0.802045994475138	0.0164190497557743	start_codon_GUG	CDS	codon	0.665081219512195	1	0.832540609756098	0.00712136070505868
UUG_CDS_5p18nt	0.654703503012491	CDS	codon	0.346569907407407	1	0.673284953703704	0.00994566149981733	start_codon_UUG	CDS	codon	0.37767731092437	1	0.688838655462185	0.0184126150771667
stop_codon_UGA	0.83479545149436	CDS	codon	0.355714678899083	1	0.677857339449541	0.0228902183939115	stop_codon_UAG	CDS	codon	0.19959038961039	0.78850625	0.494048319805195	0.0392659417742051
adja_UA_CDS_3p18nt	0.646197338866851	CDS	nucleotide	0.461199635036496	0.691183823529412	0.576191729282954	0.0320419521724701	stop_codon_UAG	CDS	codon	0.19959038961039	0.78850625	0.494048319805195	0.0392659417742051
adja_UA_CDS_3p18nt	0.780528429734176	CDS	nucleotide	0.461199635036496	0.691183823529412	0.576191729282954	0.0320419521724701	stop_codon_UGA	CDS	codon	0.355714678899083	1	0.677857339449541	0.0228902183939115
GUG_CDS_5p18nt	0.737224566142258	CDS	codon	0.604091988950276	1	0.802045994475138	0.0164190497557743	AUG_CDS_5p18nt	CDS	codon	0.968929836065574	1	0.984464918032787	0.00577419335623799
adja_AU_CDS_5p18nt	0.676677582345147	CDS	nucleotide	0.80079135021097	1	0.900395675105485	0.0168418202676091	AUG_CDS_5p18nt	CDS	codon	0.968929836065574	1	0.984464918032787	0.00577419335623799
adja_GU_CDS_5p18nt	0.639757066968734	CDS	nucleotide	0.597265588235294	1	0.798632794117647	0.0202336896619553	GUG_CDS_5p18nt	CDS	codon	0.604091988950276	1	0.802045994475138	0.0164190497557743
adja_UA_CDS	0.653861473710052	CDS	nucleotide	0.0186034069767442	0.00986123478260869	0.0142323208796764	0.0816888636288055	UAC_CDSnstop	CDS	codon	0.744337389380531	0.590566346153846	0.667451867767189	0.0083034727103677
adja_AG_CDS	0.60158657592716	CDS	nucleotide	0.474355281690141	0.267467941176471	0.370911611433306	0.0261217776866157	AAG_CDSnstop	CDS	codon	0.657183333333333	0.793683522727273	0.725433428030303	0.0136555881113492
adja_AG_CDS	0.618004885418304	CDS	nucleotide	0.474355281690141	0.267467941176471	0.370911611433306	0.0261217776866157	GAG_CDSnstop	CDS	codon	0.278181086956522	0.238006333333333	0.258093710144928	0.0423173443280053
adja_GA_CDS	0.630049496321431	CDS	nucleotide	0.166816232876712	0.14108525	0.153950741438356	0.0595909493005737	GAG_CDSnstop	CDS	codon	0.278181086956522	0.238006333333333	0.258093710144928	0.0423173443280053
Nucl_A_5pUTR	0.71148802114613	fpr_UTR	nucleotide	0.647117195767196	0.65671725	0.651917222883598	0.023217745542932	adja_AA_5pUTR	fpr_UTR	nucleotide	0.800720974576271	0.751105263157895	0.775913118867083	0.0112357028924548
Nucl_C_5pUTR	0.81233651559361	fpr_UTR	nucleotide	0.01172709375	0.0448478857142857	0.0282874897321429	0.066690631570605	adja_CC_5pUTR	fpr_UTR	nucleotide	0.0142657105263158	0.0685676029411765	0.0414166567337461	0.0578653789844717
GC_5pUTR	0.704789156837807	fpr_UTR	nucleotide	0.00352675238095238	0.005031071875	0.00427891212797619	0.0872837432646534	adja_CG_5pUTR	fpr_UTR	nucleotide	0.0165204024390244	0.0486170897435897	0.0325687460913071	0.080876306172241
GC_5pUTR	0.677972570951479	fpr_UTR	nucleotide	0.00352675238095238	0.005031071875	0.00427891212797619	0.0872837432646534	adja_GC_5pUTR	fpr_UTR	nucleotide	0.118275615384615	0.0357981	0.0770368576923077	0.0621237987212148
Nucl_G_5pUTR	0.748924172676203	fpr_UTR	nucleotide	0.0812913392857143	0.151711774193548	0.116501556739631	0.0231180494812638	adja_GG_5pUTR	fpr_UTR	nucleotide	0.0956020689655172	0.0994818392857143	0.0975419541256158	0.0243310763287205
Nucl_T_5pUTR	0.723523335290076	fpr_UTR	nucleotide	0.009593328	0.00395778571428571	0.00677555685714286	0.0763262473566622	adja_UU_5pUTR	fpr_UTR	nucleotide	0.0138792361111111	0.038215125	0.0260471805555556	0.0757549691374628
Nucl_A_CDS_3p18nt	0.710893305262965	CDS	nucleotide	0.65112275	1	0.825561375	0.0357835506092408	adja_AA_CDS_3p18nt	CDS	nucleotide	0.553929874213836	0.781692941176471	0.667811407695154	0.00842541125202685
Nucl_C_CDS_3p18nt	0.709217656362952	CDS	nucleotide	0.4202575	0.643638317757009	0.531947908878505	0.0364823730091934	adja_CC_CDS_3p18nt	CDS	nucleotide	0.689941981132075	1	0.844970990566038	0.00633471147739754
GC_CDS_3p18nt	0.650779435266585	CDS	nucleotide	0.797901282051282	1	0.898950641025641	0.0187320630849795	adja_GC_CDS_3p18nt	CDS	nucleotide	0.684762440191388	1	0.842381220095694	0.0403235292968464
Nucl_G_CDS_3p18nt	0.716118310850185	CDS	nucleotide	0.99391	1	0.996955	0.0029657667316098	adja_GG_CDS_3p18nt	CDS	nucleotide	0.597265588235294	0.869923214285714	0.733594401260504	0.0377353763221194
Nucl_A_CDS_5p18nt	0.646643954156749	CDS	nucleotide	0.553929874213836	1	0.776964937106918	0.0393901067335482	adja_AA_CDS_5p18nt	CDS	nucleotide	0.886838602941177	1	0.943419301470588	0.020221771583236
Nucl_C_CDS_5p18nt	0.752081851155812	CDS	nucleotide	0.461199635036496	0.422132950819672	0.441666292928084	0.0329087701731185	adja_CC_CDS_5p18nt	CDS	nucleotide	0.597265588235294	0.219827	0.408546294117647	0.012523135761037
Nucl_G_CDS_5p18nt	0.672156054516248	CDS	nucleotide	0.657634558823529	0.945253211009174	0.801443884916352	0.00304425548117252	adja_GG_CDS_5p18nt	CDS	nucleotide	0.646229255319149	1	0.823114627659574	0.0280510022908432
Nucl_T_CDS_5p18nt	0.630883259308015	CDS	nucleotide	0.963860641891892	1	0.981930320945946	0.0128684474343112	adja_UU_CDS_5p18nt	CDS	nucleotide	0.971614440993789	1	0.985807220496894	0.00540871709551016
adja_AG_CDS	0.604784000150577	CDS	nucleotide	0.474355281690141	0.267467941176471	0.370911611433306	0.0261217776866157	adja_AA_CDS	CDS	nucleotide	0.053926625	0.0947196078431373	0.0743231164215686	0.0637774518782508
Nucl_A_CDS	0.84477518400193	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392	adja_AA_CDS	CDS	nucleotide	0.053926625	0.0947196078431373	0.0743231164215686	0.0637774518782508
Nucl_A_CDS	0.729228518011482	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392	adja_AG_CDS	CDS	nucleotide	0.474355281690141	0.267467941176471	0.370911611433306	0.0261217776866157
GC_CDS	0.619922306771767	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	adja_AU_CDS	CDS	nucleotide	0.13287	0.0260478709677419	0.079458935483871	0.0670058396915415
Nucl_G_CDS	0.622176343569536	CDS	nucleotide	0.000001794888125	0.0006954935	0.0003486441940625	0.118751937484617	adja_CA_CDS	CDS	nucleotide	0.316855858585859	0.305029295774648	0.310942577180253	0.0305667870575156
Nucl_C_CDS	0.811057421339383	CDS	nucleotide	0.886838602941177	0.392048529411765	0.639443566176471	0.0159533501388342	adja_CC_CDS	CDS	nucleotide	0.971614440993789	0.694309734513274	0.832962087753532	0.0134532891412714
adja_GC_CDS	0.63207997838835	CDS	nucleotide	0.22466243902439	0.152041370967742	0.188351904996066	0.051275645079001	adja_CG_CDS	CDS	nucleotide	0.0138792361111111	0.00395778571428571	0.00891851091269841	0.0793962665799021
GC_CDS	0.799197068006651	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	adja_CG_CDS	CDS	nucleotide	0.0138792361111111	0.00395778571428571	0.00891851091269841	0.0793962665799021
Nucl_A_CDS	0.600120917866126	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392	adja_GA_CDS	CDS	nucleotide	0.166816232876712	0.14108525	0.153950741438356	0.0595909493005737
GC_CDS	0.773205910340252	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	adja_GC_CDS	CDS	nucleotide	0.22466243902439	0.152041370967742	0.188351904996066	0.051275645079001
Nucl_G_CDS	0.769940914769913	CDS	nucleotide	0.000001794888125	0.0006954935	0.0003486441940625	0.118751937484617	adja_GG_CDS	CDS	nucleotide	0.00000000782493	0.000000042315525	0.0000000250702275	0.137887879582526
Nucl_T_CDS	0.757510010870395	CDS	nucleotide	0.65112275	0.826176446280992	0.738649598140496	0.0339419363342231	adja_UU_CDS	CDS	nucleotide	0.597265588235294	0.124696403508772	0.360980995872033	0.0411430945812837
GC_CDS_3p18nt	0.667792519242248	CDS	nucleotide	0.797901282051282	1	0.898950641025641	0.0187320630849795	Nucl_A_CDS_3p18nt	CDS	nucleotide	0.65112275	1	0.825561375	0.0357835506092408
GC_CDS_5p18nt	0.60761786962639	CDS	nucleotide	0.705903587443946	1	0.852951793721973	0.0328158893886293	Nucl_A_CDS_5p18nt	CDS	nucleotide	0.553929874213836	1	0.776964937106918	0.0393901067335482
GC_5pUTR	0.672030100879516	fpr_UTR	nucleotide	0.00352675238095238	0.005031071875	0.00427891212797619	0.0872837432646534	Nucl_A_5pUTR	fpr_UTR	nucleotide	0.647117195767196	0.65671725	0.651917222883598	0.023217745542932
GC_CDS	0.654598677687141	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	Nucl_A_CDS	CDS	nucleotide	0.0024607425	0.0309446944444444	0.0167027184722222	0.0879866580812392
GC_CDS	0.658552064278111	CDS	nucleotide	0.000842938823529412	0.000861424583333333	0.000852181703431373	0.10242662127289	Nucl_C_CDS	CDS	nucleotide	0.886838602941177	0.392048529411765	0.639443566176471	0.0159533501388342
ribo_CDSplus20up	0.990834650495586	CDS	ribosome	0.0138792361111111	0.0203225357142857	0.0171008859126984	0.0861323970037652	ribo_CDS	CDS	ribosome	0.0102861172413793	0.0174522115384615	0.0138691643899204	0.0889944949565853
