feature1	rs_abs	region_feature1	type_feature1	kruskal_pval_fc_hypoxiaToLogPhase_fdr_feature1	ks_pval_fdr_fc_hypoxiaToLogPhase_feature1	avg_fdrPval_fc_hypoxiaToLogPhase_feature1	kendall_fc_hypoxiaToLogPhase_abs_feature1	feature2	region_feature2	type_feature2	kruskal_pval_fc_hypoxiaToLogPhase_fdr_feature2	ks_pval_fdr_fc_hypoxiaToLogPhase_feature2	avg_fdrPval_fc_hypoxiaToLogPhase_feature2	kendall_fc_hypoxiaToLogPhase_abs_feature2
adja_CG_CDS	0.705537045435599	CDS	nucleotide	0.00910721428571428	0.0271427307692308	0.0181249725274725	0.0970077661982441	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.17653641025641	0.0796534285714286	0.128094919413919	0.0592067639361178
adja_GC_CDS	0.660943856256971	CDS	nucleotide	0.423793406593407	0.2323015625	0.328047484546703	0.0547383123412216	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.17653641025641	0.0796534285714286	0.128094919413919	0.0592067639361178
Nucl_A_CDS	0.712536107044207	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.17653641025641	0.0796534285714286	0.128094919413919	0.0592067639361178
Nucl_G_CDS	0.731953072398434	CDS	nucleotide	0.119156034482759	0.104963875	0.112059954741379	0.0477631837005574	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.17653641025641	0.0796534285714286	0.128094919413919	0.0592067639361178
GC_CDS	0.809550303186758	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.17653641025641	0.0796534285714286	0.128094919413919	0.0592067639361178
CDS_MFE_20_10nt_CDS	0.669053814890695	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0743946842105263	0.0306931785714286	0.0525439313909774	0.0677760693712675
CDS_MFE_20_10nt_5p	0.732956353327526	CDS	secondaryStructure	0.300023518518518	0.104963875	0.202493696759259	0.0437567030258341	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0743946842105263	0.0306931785714286	0.0525439313909774	0.0677760693712675
CDS_MFE_50_25nt_CDS	0.75221802342548	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0743946842105263	0.0306931785714286	0.0525439313909774	0.0677760693712675
CDS_MFE_50_25nt_5p	0.886699029928602	CDS	secondaryStructure	0.122285151515152	0.0271427307692308	0.0747139411421911	0.0639334154527888	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0743946842105263	0.0306931785714286	0.0525439313909774	0.0677760693712675
Nucl_A_CDS	0.623325751960484	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0743946842105263	0.0306931785714286	0.0525439313909774	0.0677760693712675
Nucl_G_CDS	0.615733729944421	CDS	nucleotide	0.119156034482759	0.104963875	0.112059954741379	0.0477631837005574	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0743946842105263	0.0306931785714286	0.0525439313909774	0.0677760693712675
GC_CDS	0.642238660786545	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.0743946842105263	0.0306931785714286	0.0525439313909774	0.0677760693712675
CDS_MFE_20_10nt_CDS	0.671328184947054	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.596585975609756	0.543	0.569792987804878	0.031944587555871
CDS_MFE_20_10nt_mid	0.702418355825762	CDS	secondaryStructure	0.730284633027523	0.560845833333333	0.645565233180428	0.0243332210636102	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.596585975609756	0.543	0.569792987804878	0.031944587555871
CDS_MFE_50_25nt_CDS	0.751650009480625	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.596585975609756	0.543	0.569792987804878	0.031944587555871
CDS_MFE_50_25nt_mid	0.86197599481305	CDS	secondaryStructure	0.551936428571429	0.610730769230769	0.581333598901099	0.0153805063569684	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.596585975609756	0.543	0.569792987804878	0.031944587555871
GC_CDS	0.648274438725233	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.596585975609756	0.543	0.569792987804878	0.031944587555871
CDS_MFE_20_10nt_3p	0.649087618577117	CDS	secondaryStructure	0.663388624338624	0.734406451612903	0.698897537975764	0.0181551321365135	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.597735714285714	0.174121833333333	0.385928773809524	0.0370170215388492
CDS_MFE_50_25nt_CDS	0.637713625946884	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.597735714285714	0.174121833333333	0.385928773809524	0.0370170215388492
CDS_MFE_50_25nt_3p	0.805596198436436	CDS	secondaryStructure	0.423793406593407	0.18383125	0.303812328296703	0.0515626726879324	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.597735714285714	0.174121833333333	0.385928773809524	0.0370170215388492
CDS_MFE_20_10nt_5p	0.696167538287854	CDS	secondaryStructure	0.300023518518518	0.104963875	0.202493696759259	0.0437567030258341	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
CDS_MFE_20_10nt_mid	0.719088024405616	CDS	secondaryStructure	0.730284633027523	0.560845833333333	0.645565233180428	0.0243332210636102	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
CDS_MFE_20_10nt_3p	0.678025313552966	CDS	secondaryStructure	0.663388624338624	0.734406451612903	0.698897537975764	0.0181551321365135	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
CDS_MFE_50_25nt_CDS	0.864262923369343	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
CDS_MFE_50_25nt_5p	0.638119982923034	CDS	secondaryStructure	0.122285151515152	0.0271427307692308	0.0747139411421911	0.0639334154527888	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
CDS_MFE_50_25nt_mid	0.65511104168625	CDS	secondaryStructure	0.551936428571429	0.610730769230769	0.581333598901099	0.0153805063569684	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
CDS_MFE_50_25nt_3p	0.606533951830951	CDS	secondaryStructure	0.423793406593407	0.18383125	0.303812328296703	0.0515626726879324	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
adja_CG_CDS	0.650914753689517	CDS	nucleotide	0.00910721428571428	0.0271427307692308	0.0181249725274725	0.0970077661982441	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
adja_GC_CDS	0.64691136625129	CDS	nucleotide	0.423793406593407	0.2323015625	0.328047484546703	0.0547383123412216	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
Nucl_A_CDS	0.654045893818741	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
Nucl_G_CDS	0.697786153935826	CDS	nucleotide	0.119156034482759	0.104963875	0.112059954741379	0.0477631837005574	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
GC_CDS	0.786166766347868	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.491246601941748	0.128316964285714	0.309781783113731	0.0363116215433215
CDS_MFE_50_25nt_CDS	0.609826953482135	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564	CDS_MFE_20_10nt_5p	CDS	secondaryStructure	0.300023518518518	0.104963875	0.202493696759259	0.0437567030258341
CDS_MFE_50_25nt_5p	0.781140823122301	CDS	secondaryStructure	0.122285151515152	0.0271427307692308	0.0747139411421911	0.0639334154527888	CDS_MFE_20_10nt_5p	CDS	secondaryStructure	0.300023518518518	0.104963875	0.202493696759259	0.0437567030258341
CDS_MFE_50_25nt_CDS	0.636689085642405	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564	CDS_MFE_20_10nt_mid	CDS	secondaryStructure	0.730284633027523	0.560845833333333	0.645565233180428	0.0243332210636102
CDS_MFE_50_25nt_mid	0.756600505970611	CDS	secondaryStructure	0.551936428571429	0.610730769230769	0.581333598901099	0.0153805063569684	CDS_MFE_20_10nt_mid	CDS	secondaryStructure	0.730284633027523	0.560845833333333	0.645565233180428	0.0243332210636102
CDS_MFE_50_25nt_3p	0.754823456867014	CDS	secondaryStructure	0.423793406593407	0.18383125	0.303812328296703	0.0515626726879324	CDS_MFE_20_10nt_3p	CDS	secondaryStructure	0.663388624338624	0.734406451612903	0.698897537975764	0.0181551321365135
CDS_MFE_50_25nt_5p	0.742970652350017	CDS	secondaryStructure	0.122285151515152	0.0271427307692308	0.0747139411421911	0.0639334154527888	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
CDS_MFE_50_25nt_mid	0.756242398609958	CDS	secondaryStructure	0.551936428571429	0.610730769230769	0.581333598901099	0.0153805063569684	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
CDS_MFE_50_25nt_3p	0.680669765083732	CDS	secondaryStructure	0.423793406593407	0.18383125	0.303812328296703	0.0515626726879324	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
adja_CG_CDS	0.695878784305034	CDS	nucleotide	0.00910721428571428	0.0271427307692308	0.0181249725274725	0.0970077661982441	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
adja_GC_CDS	0.668685278799277	CDS	nucleotide	0.423793406593407	0.2323015625	0.328047484546703	0.0547383123412216	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
Nucl_A_CDS	0.709146750040436	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
Nucl_G_CDS	0.758178516440287	CDS	nucleotide	0.119156034482759	0.104963875	0.112059954741379	0.0477631837005574	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
GC_CDS	0.81161486782941	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.119156034482759	0.00588103666666667	0.0625185355747126	0.064409744294564
GC_CDS	0.602943246511831	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	CDS_MFE_50_25nt_5p	CDS	secondaryStructure	0.122285151515152	0.0271427307692308	0.0747139411421911	0.0639334154527888
GC_CDS	0.61412368981615	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	CDS_MFE_50_25nt_mid	CDS	secondaryStructure	0.551936428571429	0.610730769230769	0.581333598901099	0.0153805063569684
start_codon_GUG	0.921950757130998	CDS	codon	0.169651052631579	0.388935	0.279293026315789	0.0664498293873597	start_codon_AUG	CDS	codon	0.122285151515152	0.394476458333333	0.258380804924242	0.0626073165585292
AUG_CDS_5p18nt	0.918483775786897	CDS	codon	0.169651052631579	0.269474	0.219562526315789	0.0544490205772386	start_codon_AUG	CDS	codon	0.122285151515152	0.394476458333333	0.258380804924242	0.0626073165585292
GUG_CDS_5p18nt	0.796014699462658	CDS	codon	0.541542279411765	1	0.770771139705882	0.0405885358338503	start_codon_AUG	CDS	codon	0.122285151515152	0.394476458333333	0.258380804924242	0.0626073165585292
adja_AU_CDS_5p18nt	0.629460948427874	CDS	nucleotide	0.596585975609756	0.959486206896552	0.778036091253154	0.00369073790990164	start_codon_AUG	CDS	codon	0.122285151515152	0.394476458333333	0.258380804924242	0.0626073165585292
AUG_CDS_5p18nt	0.844216571749322	CDS	codon	0.169651052631579	0.269474	0.219562526315789	0.0544490205772386	start_codon_GUG	CDS	codon	0.169651052631579	0.388935	0.279293026315789	0.0664498293873597
GUG_CDS_5p18nt	0.865780309746759	CDS	codon	0.541542279411765	1	0.770771139705882	0.0405885358338503	start_codon_GUG	CDS	codon	0.169651052631579	0.388935	0.279293026315789	0.0664498293873597
UUG_CDS_5p18nt	0.654703503012491	CDS	codon	0.632963888888889	1	0.816481944444444	0.0148907803946614	start_codon_UUG	CDS	codon	0.626826404494382	1	0.813413202247191	0.00829895495045091
stop_codon_UGA	0.83479545149436	CDS	codon	0.797145815899582	1	0.898572907949791	0.00706985995951737	stop_codon_UAG	CDS	codon	0.955609253246753	1	0.977804626623377	0.00654305172285526
adja_UA_CDS_3p18nt	0.646197338866851	CDS	nucleotide	0.826847	1	0.9134235	0.0115785759373942	stop_codon_UAG	CDS	codon	0.955609253246753	1	0.977804626623377	0.00654305172285526
adja_UA_CDS_3p18nt	0.780528429734176	CDS	nucleotide	0.826847	1	0.9134235	0.0115785759373942	stop_codon_UGA	CDS	codon	0.797145815899582	1	0.898572907949791	0.00706985995951737
GUG_CDS_5p18nt	0.737224566142258	CDS	codon	0.541542279411765	1	0.770771139705882	0.0405885358338503	AUG_CDS_5p18nt	CDS	codon	0.169651052631579	0.269474	0.219562526315789	0.0544490205772386
adja_AU_CDS_5p18nt	0.676677582345147	CDS	nucleotide	0.596585975609756	0.959486206896552	0.778036091253154	0.00369073790990164	AUG_CDS_5p18nt	CDS	codon	0.169651052631579	0.269474	0.219562526315789	0.0544490205772386
adja_GU_CDS_5p18nt	0.639757066968734	CDS	nucleotide	0.948699134948097	1	0.974349567474048	0.0000986805520320415	GUG_CDS_5p18nt	CDS	codon	0.541542279411765	1	0.770771139705882	0.0405885358338503
adja_UA_CDS	0.653861473710052	CDS	nucleotide	0.972377635782748	0.896835606060606	0.934606620921677	0.0100926592807958	UAC_CDSnstop	CDS	codon	0.596585975609756	0.12667962962963	0.361632802619693	0.0416743995260432
adja_AG_CDS	0.60158657592716	CDS	nucleotide	0.541542279411765	0.217797857142857	0.379670068277311	0.0431001972202212	AAG_CDSnstop	CDS	codon	0.541542279411765	0.32644075	0.433991514705882	0.043252407591397
adja_AG_CDS	0.618004885418304	CDS	nucleotide	0.541542279411765	0.217797857142857	0.379670068277311	0.0431001972202212	GAG_CDSnstop	CDS	codon	0.596585975609756	0.135108965517241	0.365847470563499	0.0231152378128993
adja_GA_CDS	0.630049496321431	CDS	nucleotide	0.975785873015873	1	0.987892936507937	0.00680610354083896	GAG_CDSnstop	CDS	codon	0.596585975609756	0.135108965517241	0.365847470563499	0.0231152378128993
Nucl_A_5pUTR	0.71148802114613	fpr_UTR	nucleotide	0.300023518518518	0.360418125	0.330220821759259	0.0530991084644142	adja_AA_5pUTR	fpr_UTR	nucleotide	0.636481593406593	0.309347121212121	0.472914357309357	0.0378151086565953
Nucl_C_5pUTR	0.81233651559361	fpr_UTR	nucleotide	0.0826825681818182	0.1313133	0.106997934090909	0.0705666262684373	adja_CC_5pUTR	fpr_UTR	nucleotide	0.423793406593407	0.309227333333333	0.36651036996337	0.0476118692989914
GC_5pUTR	0.704789156837807	fpr_UTR	nucleotide	0.00755536666666667	0.00920781	0.00838158833333333	0.0930036222949496	adja_CG_5pUTR	fpr_UTR	nucleotide	0.01773624	0.0271427307692308	0.0224394853846154	0.0935980234194813
GC_5pUTR	0.677972570951479	fpr_UTR	nucleotide	0.00755536666666667	0.00920781	0.00838158833333333	0.0930036222949496	adja_GC_5pUTR	fpr_UTR	nucleotide	0.00755536666666667	0.0271427307692308	0.0173490487179487	0.0975856204959355
Nucl_G_5pUTR	0.748924172676203	fpr_UTR	nucleotide	0.00964674375	0.224042567567568	0.116844655658784	0.0264699109478751	adja_GG_5pUTR	fpr_UTR	nucleotide	0.0240217333333333	0.1313133	0.0776675166666667	0.00776781956922243
Nucl_T_5pUTR	0.723523335290076	fpr_UTR	nucleotide	0.541542279411765	0.2206779	0.381110089705882	0.0462660715931713	adja_UU_5pUTR	fpr_UTR	nucleotide	0.541542279411765	0.431856875	0.486699577205882	0.0432630626721317
Nucl_A_CDS_3p18nt	0.710893305262965	CDS	nucleotide	0.745737162162162	0.820487254901961	0.783112208532061	0.0321814052657559	adja_AA_CDS_3p18nt	CDS	nucleotide	0.876144194756554	1	0.938072097378277	0.0107057811765497
Nucl_C_CDS_3p18nt	0.709217656362952	CDS	nucleotide	0.797145815899582	1	0.898572907949791	0.0000823624278805912	adja_CC_CDS_3p18nt	CDS	nucleotide	0.948699134948097	1	0.974349567474048	0.0082466049682318
GC_CDS_3p18nt	0.650779435266585	CDS	nucleotide	0.992948048048048	1	0.996474024024024	0.00362150184093428	adja_GC_CDS_3p18nt	CDS	nucleotide	0.955609253246753	1	0.977804626623377	0.0144700906481122
Nucl_G_CDS_3p18nt	0.716118310850185	CDS	nucleotide	0.913205109489051	1	0.956602554744526	0.0116320146596011	adja_GG_CDS_3p18nt	CDS	nucleotide	0.952456711409396	1	0.976228355704698	0.00739309637512186
Nucl_A_CDS_5p18nt	0.646643954156749	CDS	nucleotide	0.693108163265306	1	0.846554081632653	0.0376239555939999	adja_AA_CDS_5p18nt	CDS	nucleotide	0.864108935361217	1	0.932054467680608	0.028871394088203
Nucl_C_CDS_5p18nt	0.752081851155812	CDS	nucleotide	0.904238475836431	1	0.952119237918216	0.0101458104826494	adja_CC_CDS_5p18nt	CDS	nucleotide	0.616922832369942	1	0.808461416184971	0.0185440288653343
Nucl_G_CDS_5p18nt	0.672156054516248	CDS	nucleotide	0.378031438356164	0.4078692	0.392950319178082	0.0331512854538675	adja_GG_CDS_5p18nt	CDS	nucleotide	0.251507093023256	0.885795833333333	0.568651463178295	0.00432544837148412
Nucl_T_CDS_5p18nt	0.630883259308015	CDS	nucleotide	0.955609253246753	1	0.977804626623377	0.00898411598546803	adja_UU_CDS_5p18nt	CDS	nucleotide	0.949678793103448	1	0.974839396551724	0.00111959060859806
adja_AG_CDS	0.604784000150577	CDS	nucleotide	0.541542279411765	0.217797857142857	0.379670068277311	0.0431001972202212	adja_AA_CDS	CDS	nucleotide	0.119156034482759	0.0865868409090909	0.102871437695925	0.0753544818252546
Nucl_A_CDS	0.84477518400193	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949	adja_AA_CDS	CDS	nucleotide	0.119156034482759	0.0865868409090909	0.102871437695925	0.0753544818252546
Nucl_A_CDS	0.729228518011482	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949	adja_AG_CDS	CDS	nucleotide	0.541542279411765	0.217797857142857	0.379670068277311	0.0431001972202212
GC_CDS	0.619922306771767	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	adja_AU_CDS	CDS	nucleotide	0.864108935361217	1	0.932054467680608	0.0142521484039724
Nucl_G_CDS	0.622176343569536	CDS	nucleotide	0.119156034482759	0.104963875	0.112059954741379	0.0477631837005574	adja_CA_CDS	CDS	nucleotide	0.122285151515152	0.376021078431373	0.249153114973262	0.0425833487075719
Nucl_C_CDS	0.811057421339383	CDS	nucleotide	0.616922832369942	0.309227333333333	0.463075082851638	0.0360137545334758	adja_CC_CDS	CDS	nucleotide	0.636481593406593	0.431856875	0.534169234203297	0.0186585300365532
adja_GC_CDS	0.63207997838835	CDS	nucleotide	0.423793406593407	0.2323015625	0.328047484546703	0.0547383123412216	adja_CG_CDS	CDS	nucleotide	0.00910721428571428	0.0271427307692308	0.0181249725274725	0.0970077661982441
GC_CDS	0.799197068006651	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	adja_CG_CDS	CDS	nucleotide	0.00910721428571428	0.0271427307692308	0.0181249725274725	0.0970077661982441
Nucl_A_CDS	0.600120917866126	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949	adja_GA_CDS	CDS	nucleotide	0.975785873015873	1	0.987892936507937	0.00680610354083896
GC_CDS	0.773205910340252	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	adja_GC_CDS	CDS	nucleotide	0.423793406593407	0.2323015625	0.328047484546703	0.0547383123412216
Nucl_G_CDS	0.769940914769913	CDS	nucleotide	0.119156034482759	0.104963875	0.112059954741379	0.0477631837005574	adja_GG_CDS	CDS	nucleotide	0.57210034965035	0.360418125	0.466259237325175	0.00177590096313017
Nucl_T_CDS	0.757510010870395	CDS	nucleotide	0.952456711409396	1	0.976228355704698	0.00071954950239569	adja_UU_CDS	CDS	nucleotide	0.955609253246753	0.847847777777778	0.901728515512266	0.00650421948516113
GC_CDS_3p18nt	0.667792519242248	CDS	nucleotide	0.992948048048048	1	0.996474024024024	0.00362150184093428	Nucl_A_CDS_3p18nt	CDS	nucleotide	0.745737162162162	0.820487254901961	0.783112208532061	0.0321814052657559
GC_CDS_5p18nt	0.60761786962639	CDS	nucleotide	0.694938888888889	1	0.847469444444444	0.0170957387108073	Nucl_A_CDS_5p18nt	CDS	nucleotide	0.693108163265306	1	0.846554081632653	0.0376239555939999
GC_5pUTR	0.672030100879516	fpr_UTR	nucleotide	0.00755536666666667	0.00920781	0.00838158833333333	0.0930036222949496	Nucl_A_5pUTR	fpr_UTR	nucleotide	0.300023518518518	0.360418125	0.330220821759259	0.0530991084644142
GC_CDS	0.654598677687141	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	Nucl_A_CDS	CDS	nucleotide	0.122285151515152	0.0610281842105263	0.0916566678628389	0.0645078773557949
GC_CDS	0.658552064278111	CDS	nucleotide	0.399967666666667	0.309227333333333	0.3545975	0.058581191191169	Nucl_C_CDS	CDS	nucleotide	0.616922832369942	0.309227333333333	0.463075082851638	0.0360137545334758
