feature1	rs_abs	region_feature1	type_feature1	kruskal_pval_hl_logPhase_fdr_feature1	ks_pval_fdr_hl_logPhase_feature1	avg_fdrPval_hl_logPhase_feature1	kendall_hl_logPhase_abs_feature1	feature2	region_feature2	type_feature2	kruskal_pval_hl_logPhase_fdr_feature2	ks_pval_fdr_hl_logPhase_feature2	avg_fdrPval_hl_logPhase_feature2	kendall_hl_logPhase_abs_feature2
CDS_MFE_50_25nt_CDS	0.936187145612409	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
CDS_MFE_50_25nt_5p	0.678417098308225	CDS	secondaryStructure	0.0397045	0.0007026625	0.02020358125	0.0535737212728642	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
CDS_MFE_50_25nt_mid	0.722728617416794	CDS	secondaryStructure	0.0758081313131313	0.0310485882352941	0.0534283597742127	0.0490471163329573	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
CDS_MFE_50_25nt_3p	0.64968054753604	CDS	secondaryStructure	0.000914275909090909	0.000985637	0.000949956454545455	0.0639221028077491	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
adja_CG_CDS	0.705537045435599	CDS	nucleotide	0.402188202247191	0.234854142857143	0.318521172552167	0.0246819358733784	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
adja_GC_CDS	0.660943856256971	CDS	nucleotide	0.528482535885167	0.063628225	0.296055380442584	0.00789617883468775	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
Nucl_A_CDS	0.712536107044207	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
Nucl_G_CDS	0.731953072398434	CDS	nucleotide	0.0000905444090909091	0.0025743075	0.00133242595454545	0.0552674831412561	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
GC_CDS	0.809550303186758	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	CDS_MFE_100_50nt_CDS	CDS	secondaryStructure	0.00000389404	0.0000340348833333333	0.0000189644616666667	0.0905940929281505
CDS_MFE_20_10nt_CDS	0.669053814890695	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.00031356	0.00005672622	0.00018514311	0.068247336441027
CDS_MFE_20_10nt_5p	0.732956353327526	CDS	secondaryStructure	0.0445461597222222	0.00829101071428571	0.026418585218254	0.0511027463478213	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.00031356	0.00005672622	0.00018514311	0.068247336441027
CDS_MFE_50_25nt_CDS	0.75221802342548	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.00031356	0.00005672622	0.00018514311	0.068247336441027
CDS_MFE_50_25nt_5p	0.886699029928602	CDS	secondaryStructure	0.0397045	0.0007026625	0.02020358125	0.0535737212728642	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.00031356	0.00005672622	0.00018514311	0.068247336441027
Nucl_A_CDS	0.623325751960484	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.00031356	0.00005672622	0.00018514311	0.068247336441027
Nucl_G_CDS	0.615733729944421	CDS	nucleotide	0.0000905444090909091	0.0025743075	0.00133242595454545	0.0552674831412561	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.00031356	0.00005672622	0.00018514311	0.068247336441027
GC_CDS	0.642238660786545	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	CDS_MFE_100_50nt_5p	CDS	secondaryStructure	0.00031356	0.00005672622	0.00018514311	0.068247336441027
CDS_MFE_20_10nt_CDS	0.671328184947054	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.00567034027777778	0.0673685	0.0365194201388889	0.0645972865123732
CDS_MFE_20_10nt_mid	0.702418355825762	CDS	secondaryStructure	0.0633033139534884	0.0386627222222222	0.0509830180878553	0.0604923034622949	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.00567034027777778	0.0673685	0.0365194201388889	0.0645972865123732
CDS_MFE_50_25nt_CDS	0.751650009480625	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.00567034027777778	0.0673685	0.0365194201388889	0.0645972865123732
CDS_MFE_50_25nt_mid	0.86197599481305	CDS	secondaryStructure	0.0758081313131313	0.0310485882352941	0.0534283597742127	0.0490471163329573	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.00567034027777778	0.0673685	0.0365194201388889	0.0645972865123732
GC_CDS	0.648274438725233	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	CDS_MFE_100_50nt_mid	CDS	secondaryStructure	0.00567034027777778	0.0673685	0.0365194201388889	0.0645972865123732
CDS_MFE_20_10nt_3p	0.649087618577117	CDS	secondaryStructure	0.0026660224137931	0.00305416923076923	0.00286009582228117	0.0527575595800921	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.000003396029	0.0000672903333333333	0.0000353431811666667	0.0916497501508689
CDS_MFE_50_25nt_CDS	0.637713625946884	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.000003396029	0.0000672903333333333	0.0000353431811666667	0.0916497501508689
CDS_MFE_50_25nt_3p	0.805596198436436	CDS	secondaryStructure	0.000914275909090909	0.000985637	0.000949956454545455	0.0639221028077491	CDS_MFE_100_50nt_3p	CDS	secondaryStructure	0.000003396029	0.0000672903333333333	0.0000353431811666667	0.0916497501508689
CDS_MFE_20_10nt_5p	0.696167538287854	CDS	secondaryStructure	0.0445461597222222	0.00829101071428571	0.026418585218254	0.0511027463478213	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
CDS_MFE_20_10nt_mid	0.719088024405616	CDS	secondaryStructure	0.0633033139534884	0.0386627222222222	0.0509830180878553	0.0604923034622949	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
CDS_MFE_20_10nt_3p	0.678025313552966	CDS	secondaryStructure	0.0026660224137931	0.00305416923076923	0.00286009582228117	0.0527575595800921	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
CDS_MFE_50_25nt_CDS	0.864262923369343	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
CDS_MFE_50_25nt_5p	0.638119982923034	CDS	secondaryStructure	0.0397045	0.0007026625	0.02020358125	0.0535737212728642	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
CDS_MFE_50_25nt_mid	0.65511104168625	CDS	secondaryStructure	0.0758081313131313	0.0310485882352941	0.0534283597742127	0.0490471163329573	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
CDS_MFE_50_25nt_3p	0.606533951830951	CDS	secondaryStructure	0.000914275909090909	0.000985637	0.000949956454545455	0.0639221028077491	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
adja_CG_CDS	0.650914753689517	CDS	nucleotide	0.402188202247191	0.234854142857143	0.318521172552167	0.0246819358733784	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
adja_GC_CDS	0.64691136625129	CDS	nucleotide	0.528482535885167	0.063628225	0.296055380442584	0.00789617883468775	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
Nucl_A_CDS	0.654045893818741	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
Nucl_G_CDS	0.697786153935826	CDS	nucleotide	0.0000905444090909091	0.0025743075	0.00133242595454545	0.0552674831412561	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
GC_CDS	0.786166766347868	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	CDS_MFE_20_10nt_CDS	CDS	secondaryStructure	0.000685587352941176	0.000985637	0.000835612176470588	0.0775414206071753
CDS_MFE_50_25nt_CDS	0.609826953482135	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266	CDS_MFE_20_10nt_5p	CDS	secondaryStructure	0.0445461597222222	0.00829101071428571	0.026418585218254	0.0511027463478213
CDS_MFE_50_25nt_5p	0.781140823122301	CDS	secondaryStructure	0.0397045	0.0007026625	0.02020358125	0.0535737212728642	CDS_MFE_20_10nt_5p	CDS	secondaryStructure	0.0445461597222222	0.00829101071428571	0.026418585218254	0.0511027463478213
CDS_MFE_50_25nt_CDS	0.636689085642405	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266	CDS_MFE_20_10nt_mid	CDS	secondaryStructure	0.0633033139534884	0.0386627222222222	0.0509830180878553	0.0604923034622949
CDS_MFE_50_25nt_mid	0.756600505970611	CDS	secondaryStructure	0.0758081313131313	0.0310485882352941	0.0534283597742127	0.0490471163329573	CDS_MFE_20_10nt_mid	CDS	secondaryStructure	0.0633033139534884	0.0386627222222222	0.0509830180878553	0.0604923034622949
CDS_MFE_50_25nt_3p	0.754823456867014	CDS	secondaryStructure	0.000914275909090909	0.000985637	0.000949956454545455	0.0639221028077491	CDS_MFE_20_10nt_3p	CDS	secondaryStructure	0.0026660224137931	0.00305416923076923	0.00286009582228117	0.0527575595800921
CDS_MFE_50_25nt_5p	0.742970652350017	CDS	secondaryStructure	0.0397045	0.0007026625	0.02020358125	0.0535737212728642	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
CDS_MFE_50_25nt_mid	0.756242398609958	CDS	secondaryStructure	0.0758081313131313	0.0310485882352941	0.0534283597742127	0.0490471163329573	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
CDS_MFE_50_25nt_3p	0.680669765083732	CDS	secondaryStructure	0.000914275909090909	0.000985637	0.000949956454545455	0.0639221028077491	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
adja_CG_CDS	0.695878784305034	CDS	nucleotide	0.402188202247191	0.234854142857143	0.318521172552167	0.0246819358733784	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
adja_GC_CDS	0.668685278799277	CDS	nucleotide	0.528482535885167	0.063628225	0.296055380442584	0.00789617883468775	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
Nucl_A_CDS	0.709146750040436	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
Nucl_G_CDS	0.758178516440287	CDS	nucleotide	0.0000905444090909091	0.0025743075	0.00133242595454545	0.0552674831412561	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
GC_CDS	0.81161486782941	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	CDS_MFE_50_25nt_CDS	CDS	secondaryStructure	0.001365058	0.00131572772727273	0.00134039286363636	0.0714031302590266
GC_CDS	0.602943246511831	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	CDS_MFE_50_25nt_5p	CDS	secondaryStructure	0.0397045	0.0007026625	0.02020358125	0.0535737212728642
GC_CDS	0.61412368981615	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	CDS_MFE_50_25nt_mid	CDS	secondaryStructure	0.0758081313131313	0.0310485882352941	0.0534283597742127	0.0490471163329573
start_codon_GUG	0.921950757130998	CDS	codon	0.00943153846153846	0.018785125	0.0141083317307692	0.0755094294456676	start_codon_AUG	CDS	codon	0.0128114659090909	0.0208748695652174	0.0168431677371541	0.0737130757104139
AUG_CDS_5p18nt	0.918483775786897	CDS	codon	0.00389215967741935	0.01007278	0.00698246983870968	0.0775123498341224	start_codon_AUG	CDS	codon	0.0128114659090909	0.0208748695652174	0.0168431677371541	0.0737130757104139
GUG_CDS_5p18nt	0.796014699462658	CDS	codon	0.0366106370967742	0.179570634920635	0.108090636008705	0.0570353317117778	start_codon_AUG	CDS	codon	0.0128114659090909	0.0208748695652174	0.0168431677371541	0.0737130757104139
adja_AU_CDS_5p18nt	0.629460948427874	CDS	nucleotide	0.0285079508196721	0.0519971538461538	0.040252552332913	0.0617646743091274	start_codon_AUG	CDS	codon	0.0128114659090909	0.0208748695652174	0.0168431677371541	0.0737130757104139
AUG_CDS_5p18nt	0.844216571749322	CDS	codon	0.00389215967741935	0.01007278	0.00698246983870968	0.0775123498341224	start_codon_GUG	CDS	codon	0.00943153846153846	0.018785125	0.0141083317307692	0.0755094294456676
GUG_CDS_5p18nt	0.865780309746759	CDS	codon	0.0366106370967742	0.179570634920635	0.108090636008705	0.0570353317117778	start_codon_GUG	CDS	codon	0.00943153846153846	0.018785125	0.0141083317307692	0.0755094294456676
UUG_CDS_5p18nt	0.654703503012491	CDS	codon	0.465822680412371	1	0.732911340206186	0.037607117829418	start_codon_UUG	CDS	codon	0.99856	1	0.99928	0.00200201655851344
stop_codon_UGA	0.83479545149436	CDS	codon	0.170485040650407	0.944870338983051	0.557677689816729	0.0463004853197084	stop_codon_UAG	CDS	codon	0.18800828125	1	0.594004140625	0.0506139730728772
adja_UA_CDS_3p18nt	0.646197338866851	CDS	nucleotide	0.143834434782609	0.603927232142857	0.373880833462733	0.0521111873248175	stop_codon_UAG	CDS	codon	0.18800828125	1	0.594004140625	0.0506139730728772
adja_UA_CDS_3p18nt	0.780528429734176	CDS	nucleotide	0.143834434782609	0.603927232142857	0.373880833462733	0.0521111873248175	stop_codon_UGA	CDS	codon	0.170485040650407	0.944870338983051	0.557677689816729	0.0463004853197084
GUG_CDS_5p18nt	0.737224566142258	CDS	codon	0.0366106370967742	0.179570634920635	0.108090636008705	0.0570353317117778	AUG_CDS_5p18nt	CDS	codon	0.00389215967741935	0.01007278	0.00698246983870968	0.0775123498341224
adja_AU_CDS_5p18nt	0.676677582345147	CDS	nucleotide	0.0285079508196721	0.0519971538461538	0.040252552332913	0.0617646743091274	AUG_CDS_5p18nt	CDS	codon	0.00389215967741935	0.01007278	0.00698246983870968	0.0775123498341224
adja_GU_CDS_5p18nt	0.639757066968734	CDS	nucleotide	0.0397045	0.43160306122449	0.235653780612245	0.0358282056827011	GUG_CDS_5p18nt	CDS	codon	0.0366106370967742	0.179570634920635	0.108090636008705	0.0570353317117778
adja_UA_CDS	0.653861473710052	CDS	nucleotide	0.00538761212121212	0.00571547222222222	0.00555154217171717	0.0821908511181016	UAC_CDSnstop	CDS	codon	0.737859293680297	0.657485632183908	0.697672462932103	0.0116951540127484
adja_AG_CDS	0.60158657592716	CDS	nucleotide	0.213510864661654	0.0290928888888889	0.121301876775272	0.0246594811453368	AAG_CDSnstop	CDS	codon	0.08938135	0.0107541090909091	0.0500677295454545	0.0533751893754146
adja_AG_CDS	0.618004885418304	CDS	nucleotide	0.213510864661654	0.0290928888888889	0.121301876775272	0.0246594811453368	GAG_CDSnstop	CDS	codon	0.928188544891641	0.229859264705882	0.579023904798762	0.0171379864294715
adja_GA_CDS	0.630049496321431	CDS	nucleotide	0.110132018348624	0.430460434782609	0.270296226565616	0.0624371382317137	GAG_CDSnstop	CDS	codon	0.928188544891641	0.229859264705882	0.579023904798762	0.0171379864294715
Nucl_A_5pUTR	0.71148802114613	fpr_UTR	nucleotide	0.0972410679611651	0.0533192380952381	0.0752801530282016	0.0498135348552963	adja_AA_5pUTR	fpr_UTR	nucleotide	0.471989230769231	0.537471495327103	0.504730363048167	0.0406944258784833
Nucl_C_5pUTR	0.81233651559361	fpr_UTR	nucleotide	0.499938235294118	0.295245253164557	0.397591744229337	0.0237771555002602	adja_CC_5pUTR	fpr_UTR	nucleotide	0.317995569620253	0.170370603448276	0.244183086534265	0.0218127481774702
GC_5pUTR	0.704789156837807	fpr_UTR	nucleotide	0.367202601156069	0.151437631578947	0.259320116367508	0.0174881142793133	adja_CG_5pUTR	fpr_UTR	nucleotide	0.797378428093645	0.596393055555555	0.6968857418246	0.0124532024338078
GC_5pUTR	0.677972570951479	fpr_UTR	nucleotide	0.367202601156069	0.151437631578947	0.259320116367508	0.0174881142793133	adja_GC_5pUTR	fpr_UTR	nucleotide	0.0450715337837838	0.0533192380952381	0.0491953859395109	0.039085887367007
Nucl_G_5pUTR	0.748924172676203	fpr_UTR	nucleotide	0.0107436951219512	0.0415252205882353	0.0261344578550933	0.0389307469838326	adja_GG_5pUTR	fpr_UTR	nucleotide	0.160014579831933	0.205443984375	0.182729282103466	0.00376484006487956
Nucl_T_5pUTR	0.723523335290076	fpr_UTR	nucleotide	0.761326523297491	0.682098760330578	0.721712641814035	0.0277104006118128	adja_UU_5pUTR	fpr_UTR	nucleotide	0.914960849056604	0.815560784313725	0.865260816685165	0.0144223777806297
Nucl_A_CDS_3p18nt	0.710893305262965	CDS	nucleotide	0.655593621399177	0.0950808823529412	0.375337251876059	0.0210641875323376	adja_AA_CDS_3p18nt	CDS	nucleotide	0.655593621399177	1	0.827796810699589	0.0315047463947241
Nucl_C_CDS_3p18nt	0.709217656362952	CDS	nucleotide	0.237794568345324	0.505688942307692	0.371741755326508	0.00510015858582089	adja_CC_CDS_3p18nt	CDS	nucleotide	0.402188202247191	1	0.701094101123595	0.00249990106518707
GC_CDS_3p18nt	0.650779435266585	CDS	nucleotide	0.919191692789969	0.93292972972973	0.926060711259849	0.00537047368890601	adja_GC_CDS_3p18nt	CDS	nucleotide	0.892043512658228	1	0.946021756329114	0.021701657581889
Nucl_G_CDS_3p18nt	0.716118310850185	CDS	nucleotide	0.228341911764706	0.603181081081081	0.415761496422894	0.00696549617185897	adja_GG_CDS_3p18nt	CDS	nucleotide	0.564001793721973	1	0.782000896860987	0.0207535744284842
Nucl_A_CDS_5p18nt	0.646643954156749	CDS	nucleotide	0.00001611685	0.0163159888888889	0.00816605286944445	0.111728030449092	adja_AA_CDS_5p18nt	CDS	nucleotide	0.122041696428571	0.556960550458716	0.339501123443644	0.0541205104153176
Nucl_C_CDS_5p18nt	0.752081851155812	CDS	nucleotide	0.638001724137931	1	0.819000862068965	0.0215049193347855	adja_CC_CDS_5p18nt	CDS	nucleotide	0.99856	1	0.99928	0.00216194651813895
Nucl_G_CDS_5p18nt	0.672156054516248	CDS	nucleotide	0.000914275909090909	0.0413034696969697	0.0211088728030303	0.0885220598526564	adja_GG_CDS_5p18nt	CDS	nucleotide	0.0180845306122449	0.274831283783784	0.146457907198014	0.0531124591862258
Nucl_T_CDS_5p18nt	0.630883259308015	CDS	nucleotide	0.93275787037037	1	0.966378935185185	0.00306991569062055	adja_UU_CDS_5p18nt	CDS	nucleotide	0.716609842519685	1	0.858304921259843	0.00435712419195905
adja_AG_CDS	0.604784000150577	CDS	nucleotide	0.213510864661654	0.0290928888888889	0.121301876775272	0.0246594811453368	adja_AA_CDS	CDS	nucleotide	0.110132018348624	0.135526111111111	0.122829064729867	0.014735926869705
Nucl_A_CDS	0.84477518400193	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698	adja_AA_CDS	CDS	nucleotide	0.110132018348624	0.135526111111111	0.122829064729867	0.014735926869705
Nucl_A_CDS	0.729228518011482	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698	adja_AG_CDS	CDS	nucleotide	0.213510864661654	0.0290928888888889	0.121301876775272	0.0246594811453368
GC_CDS	0.619922306771767	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	adja_AU_CDS	CDS	nucleotide	0.0507206962025316	0.0641217916666667	0.0574212439345992	0.0685770558638194
Nucl_G_CDS	0.622176343569536	CDS	nucleotide	0.0000905444090909091	0.0025743075	0.00133242595454545	0.0552674831412561	adja_CA_CDS	CDS	nucleotide	0.20866946969697	0.295503086419753	0.252086278058361	0.0294333691285416
Nucl_C_CDS	0.811057421339383	CDS	nucleotide	0.863443527508091	0.758952651515152	0.811198089511621	0.0203198342547027	adja_CC_CDS	CDS	nucleotide	0.191962790697674	0.159631395348837	0.175797093023256	0.0542388170289443
adja_GC_CDS	0.63207997838835	CDS	nucleotide	0.528482535885167	0.063628225	0.296055380442584	0.00789617883468775	adja_CG_CDS	CDS	nucleotide	0.402188202247191	0.234854142857143	0.318521172552167	0.0246819358733784
GC_CDS	0.799197068006651	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	adja_CG_CDS	CDS	nucleotide	0.402188202247191	0.234854142857143	0.318521172552167	0.0246819358733784
Nucl_A_CDS	0.600120917866126	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698	adja_GA_CDS	CDS	nucleotide	0.110132018348624	0.430460434782609	0.270296226565616	0.0624371382317137
GC_CDS	0.773205910340252	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	adja_GC_CDS	CDS	nucleotide	0.528482535885167	0.063628225	0.296055380442584	0.00789617883468775
Nucl_G_CDS	0.769940914769913	CDS	nucleotide	0.0000905444090909091	0.0025743075	0.00133242595454545	0.0552674831412561	adja_GG_CDS	CDS	nucleotide	0.00000000018218975	0.00000198130166666667	0.000000990741928208333	0.125570948167926
Nucl_T_CDS	0.757510010870395	CDS	nucleotide	0.208238576923077	0.288123103448276	0.248180840185676	0.0557821908345374	adja_UU_CDS	CDS	nucleotide	0.45670497382199	0.154684102564103	0.305694538193046	0.0413992687395206
GC_CDS_3p18nt	0.667792519242248	CDS	nucleotide	0.919191692789969	0.93292972972973	0.926060711259849	0.00537047368890601	Nucl_A_CDS_3p18nt	CDS	nucleotide	0.655593621399177	0.0950808823529412	0.375337251876059	0.0210641875323376
GC_CDS_5p18nt	0.60761786962639	CDS	nucleotide	0.000279916428571429	0.0413034696969697	0.0207916930627706	0.102313571103398	Nucl_A_CDS_5p18nt	CDS	nucleotide	0.00001611685	0.0163159888888889	0.00816605286944445	0.111728030449092
GC_5pUTR	0.672030100879516	fpr_UTR	nucleotide	0.367202601156069	0.151437631578947	0.259320116367508	0.0174881142793133	Nucl_A_5pUTR	fpr_UTR	nucleotide	0.0972410679611651	0.0533192380952381	0.0752801530282016	0.0498135348552963
GC_CDS	0.654598677687141	CDS	nucleotide	0.00540266323529412	0.00910239666666667	0.00725252995098039	0.0638737571398541	Nucl_A_CDS	CDS	nucleotide	0.00567034027777778	0.0007026625	0.00318650138888889	0.0307583503414698
