gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_logPhase	HalfLife_entireGene_logPhase	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	halfLifeRatio_5pVScds_log2_subset
MSMEG_1173	1.20902073244486	0.273838984321472	0.636226751	0.63	372	1.00988373174603	0.0141892045721172	logPhase_halfLifeRatio_G3
MSMEG_1211	2.08702011566482	1.0614445059266	0.512365077	0.53	1092	0.966726560377358	-0.0488202152920314	logPhase_halfLifeRatio_G3
MSMEG_1246	2.29830745207195	1.20057180490743	1.203710869	1.2	1437	1.00309239083333	0.00445449294749905	logPhase_halfLifeRatio_G3
MSMEG_1247	0.941060050077126	-0.0876413090384265	1.554703348	1.59	825	0.977800847798742	-0.0323874386571736	logPhase_halfLifeRatio_G3
MSMEG_1251	1.01362912004508	0.0195298766524907	0.592212407	0.58	366	1.02105587413793	0.0300618154185725	logPhase_halfLifeRatio_G3
MSMEG_1256	0.964949147175953	-0.0514751805379439	1.490397581	1.46	420	1.0208202609589	0.0297288687127303	logPhase_halfLifeRatio_G3
MSMEG_1260	0.741063302024462	-0.432331311308857	0.552817064	0.56	1368	0.987173328571428	-0.0186246785782505	logPhase_halfLifeRatio_G3
MSMEG_1261	1.91756346257468	0.939274325121531	0.585880285	0.59	1083	0.99301743220339	-0.0101090507161549	logPhase_halfLifeRatio_G3
MSMEG_1262	1.00783531062257	0.0112599087190206	0.53226205	0.52	366	1.02358086538462	0.0336250832903604	logPhase_halfLifeRatio_G3
MSMEG_1265	1.83159848504995	0.873103276844002	0.809465348	0.81	1539	0.999339935802469	-0.000952585762921698	logPhase_halfLifeRatio_G3
MSMEG_1284	1.02254187231637	0.0321599216475221	1.057399151	1.04	390	1.01672995288462	0.0239365451063381	logPhase_halfLifeRatio_G3
MSMEG_1295	0.967063690084187	-0.0483171872506097	0.884392991	0.89	318	0.99369998988764	-0.00911774454046736	logPhase_halfLifeRatio_G3
MSMEG_1340	1.35403030199523	0.437260025507495	0.417089549	0.43	477	0.969975695348837	-0.0439794966999689	logPhase_halfLifeRatio_G3
MSMEG_1342	0.997303371388516	-0.00389566767326092	0.576451147	0.56	510	1.02937704821429	0.0417715205727864	logPhase_halfLifeRatio_G3
MSMEG_1344	0.921799866135424	-0.11747453672221	0.581353502	0.59	435	0.985344918644068	-0.0212992684778723	logPhase_halfLifeRatio_G3
MSMEG_1364	1.06457124484957	0.0902725032441593	1.632995848	1.62	528	1.00802212839506	0.0115273096467654	logPhase_halfLifeRatio_G3
MSMEG_1365	0.857259609325557	-0.222195923957858	1.97204393	1.96	393	1.0061448622449	0.00883803575628875	logPhase_halfLifeRatio_G3
MSMEG_1392	0.782486698544063	-0.353861866941303	1.228073766	1.26	1158	0.974661719047619	-0.0370265128818123	logPhase_halfLifeRatio_G3
MSMEG_1398	1.12138742072385	0.16528479143095	0.920923379	0.94	375	0.979705722340426	-0.0295796279819221	logPhase_halfLifeRatio_G3
MSMEG_1402	1.37321256092969	0.457554958961911	1.992958214	1.95	918	1.02202985333333	0.0314373377891594	logPhase_halfLifeRatio_G3
MSMEG_1403	3.22408360781331	1.6888891567113	0.875030991	0.86	918	1.01747789651163	0.0249974540105112	logPhase_halfLifeRatio_G3
MSMEG_1422	1.03997882029922	0.0565541474428815	3.805737508	3.8	309	1.00150987052632	0.00217663991167277	logPhase_halfLifeRatio_G3
MSMEG_1434	0.943145303880566	-0.0844480408066876	0.786063469	0.8	366	0.98257933625	-0.0253541955125758	logPhase_halfLifeRatio_G3
MSMEG_1435	1.00283556807015	0.00408507097776527	1.02312257	1.02	306	1.00306134313725	0.00440983798770347	logPhase_halfLifeRatio_G3
MSMEG_1438	1.00191508111431	0.00276023583155318	0.993746495	0.99	303	1.00378433838384	0.00544934163421025	logPhase_halfLifeRatio_G3
MSMEG_1439	1.21461706533985	0.280501544272811	1.222785739	1.19	648	1.02755104117647	0.0392100581631886	logPhase_halfLifeRatio_G3
MSMEG_1441	1.01339170493107	0.0191919249107383	1.321814663	1.28	462	1.03266770546875	0.0463760946721681	logPhase_halfLifeRatio_G3
MSMEG_1442	1.08924617959127	0.123330053171009	1.562907007	1.54	828	1.01487467987013	0.0213015895855799	logPhase_halfLifeRatio_G3
MSMEG_1443	0.949086040796832	-0.0753892120623576	1.647711446	1.6	417	1.02981965375	0.0423917088439403	logPhase_halfLifeRatio_G3
MSMEG_1465	0.942270430425999	-0.0857869239632583	0.811238355	0.83	369	0.977395608433735	-0.0329854725056666	logPhase_halfLifeRatio_G3
MSMEG_1466	0.989638786833062	-0.015026050034756	0.997539403	1	318	0.997539403	-0.00355426569277269	logPhase_halfLifeRatio_G3
MSMEG_1467	1.07664661904169	0.106544800843486	0.88102585	0.9	564	0.978917611111111	-0.0307406518542981	logPhase_halfLifeRatio_G3
MSMEG_1470	0.835053416160255	-0.260059608959733	0.980451661	0.96	540	1.02130381354167	0.0304120974498183	logPhase_halfLifeRatio_G3
MSMEG_1471	1.04958927793533	0.0698248873127889	1.197328248	1.21	384	0.989527477685951	-0.0151883255924905	logPhase_halfLifeRatio_G3
MSMEG_1484	1.00249967132137	0.00360176367959123	0.669644992	0.69	546	0.970499988405797	-0.0431998991837649	logPhase_halfLifeRatio_G3
MSMEG_1485	2.19667317133282	1.13532023654663	0.578622383	0.56	798	1.03325425535714	0.0471953053238787	logPhase_halfLifeRatio_G3
MSMEG_1514	6.85177041486161	2.77647681124536	2.311782384	2.33	897	0.992181280686695	-0.0113243564788165	logPhase_halfLifeRatio_G3
MSMEG_1521	1.10082251964635	0.138581888824331	1.683501684	1.71	375	0.98450390877193	-0.022531160822814	logPhase_halfLifeRatio_G3
MSMEG_1522	1.03367688374178	0.0477852851946398	1.296520386	1.27	417	1.02088219370079	0.0298163937675269	logPhase_halfLifeRatio_G3
MSMEG_1529	0.960096742359572	-0.0587483112510466	0.554815801	0.57	663	0.973361054385965	-0.0389530434764874	logPhase_halfLifeRatio_G3
MSMEG_1531	2.0561933848246	1.03997595626685	0.536216989	0.53	561	1.01173016792453	0.0168245693756526	logPhase_halfLifeRatio_G3
MSMEG_1542	1.17364787842523	0.23099963140487	0.659391382	0.67	1272	0.984166241791045	-0.0230260639262445	logPhase_halfLifeRatio_G3
MSMEG_1543	1.52531218194279	0.609104545789063	1.044544864	1.04	1545	1.00437006153846	0.00629093022371717	logPhase_halfLifeRatio_G3
MSMEG_1546	0.974902947218872	-0.0366694909330795	1.473296501	1.46	429	1.00910719246575	0.0130794329426156	logPhase_halfLifeRatio_G3
MSMEG_1553	3.36162507353269	1.74915882787037	0.940346227	0.91	1416	1.0333475021978	0.0473254965948358	logPhase_halfLifeRatio_G3
MSMEG_1556	1.03011953841492	0.0428117621383527	1.077088783	1.05	444	1.02579884095238	0.0367478463311661	logPhase_halfLifeRatio_G3
MSMEG_1557	0.840748091359045	-0.250254496294548	0.976258327	1	453	0.976258327	-0.0346651461061164	logPhase_halfLifeRatio_G3
MSMEG_1560	1.03441827232339	0.048819664751819	0.654224969	0.65	309	1.00649995230769	0.00934710389814244	logPhase_halfLifeRatio_G3
MSMEG_1576	1.23203174486147	0.301039429380365	0.769707255	0.79	1059	0.974312981012658	-0.0375428075663575	logPhase_halfLifeRatio_G3
MSMEG_1578	1.34736954708597	0.430145597368994	1.249676423	1.23	645	1.01599709186992	0.0228962726308945	logPhase_halfLifeRatio_G3
MSMEG_1582	0.999155923560001	-0.00121825911838849	2.066125866	2.07	303	0.99812843768116	-0.00270262352990869	logPhase_halfLifeRatio_G3
MSMEG_1599	1.84091410843162	0.880422316405104	0.891123393	0.88	579	1.01264021931818	0.0181216904255321	logPhase_halfLifeRatio_G3
MSMEG_1600	2.82005818481563	1.49572492931874	0.621356006	0.64	1200	0.970868759375	-0.0426518074773338	logPhase_halfLifeRatio_G3
MSMEG_1601	0.911331545964203	-0.133952087291933	0.318745418	0.32	411	0.99607943125	-0.00566730188997328	logPhase_halfLifeRatio_G3
MSMEG_1610	1.80207339034017	0.849657766825022	0.902798676	0.92	1563	0.981302908695652	-0.027229558423724	logPhase_halfLifeRatio_G3
MSMEG_1611	2.04871457553697	1.03471900380235	0.53473689	0.55	678	0.972248890909091	-0.0406024109783207	logPhase_halfLifeRatio_G3
MSMEG_1621	1.64734122701399	0.720139423025256	0.62024479	0.62	1062	1.00039482258065	0.000569496161552196	logPhase_halfLifeRatio_G3
MSMEG_1629	2.24236908757651	1.16502376119038	0.878826557	0.9	1170	0.976473952222222	-0.0343465346473262	logPhase_halfLifeRatio_G3
MSMEG_1634	1.07929095833541	0.110083843103876	0.62792377	0.61	600	1.0293832295082	0.0417801837689521	logPhase_halfLifeRatio_G3
MSMEG_1636	1.18592607617656	0.246014083359999	0.47614135	0.48	465	0.991961145833333	-0.0116444821495648	logPhase_halfLifeRatio_G3
MSMEG_1642	0.310484621168272	-1.68740628381275	0.848992529	0.87	2700	0.975853481609195	-0.035263542615413	logPhase_halfLifeRatio_G3
MSMEG_1659	1.03206233260373	0.0455301066357969	1.469615695	1.47	318	0.999738568027211	-0.00037721592097251	logPhase_halfLifeRatio_G3
MSMEG_1661	1.39453406658255	0.47978317788677	0.662690524	0.66	1194	1.00407655151515	0.00586926558464436	logPhase_halfLifeRatio_G3
MSMEG_1662	0.58604178374845	-0.770924564953738	1.309700515	1.34	1386	0.977388444029851	-0.0329960476379344	logPhase_halfLifeRatio_G3
MSMEG_1669	1.04529926832966	0.0639160438601645	1.217080861	1.19	786	1.02275702605042	0.0324634481653686	logPhase_halfLifeRatio_G3
MSMEG_1671	0.864088905083227	-0.210748337679122	1.129433025	1.15	471	0.982115673913044	-0.0260351392347639	logPhase_halfLifeRatio_G3
MSMEG_1672	1.04087578759379	0.0577979155975276	1.046371706	1.06	417	0.987143118867924	-0.018668828936712	logPhase_halfLifeRatio_G3
MSMEG_1673	0.906023971701213	-0.142378873096044	0.70682201	0.69	387	1.02437972463768	0.0347506033290138	logPhase_halfLifeRatio_G3
MSMEG_1681	0.960860994021273	-0.0576003608098479	1.627206899	1.63	444	0.998286441104295	-0.00247426342510428	logPhase_halfLifeRatio_G3
MSMEG_1725	0.945889523282987	-0.0802564034148441	0.690075563	0.71	390	0.971937412676056	-0.041064679542974	logPhase_halfLifeRatio_G3
MSMEG_1734	1.19055179542575	0.251630386990752	0.557911181	0.54	468	1.0331688537037	0.0470760571975579	logPhase_halfLifeRatio_G3
MSMEG_1735	5.18255095374324	2.37366239567648	1.305113871	1.3	1416	1.00393374692308	0.00566406397057947	logPhase_halfLifeRatio_G3
MSMEG_1738	0.767001841549408	-0.382698053285609	0.455224843	0.47	588	0.968563495744681	-0.0460814647545005	logPhase_halfLifeRatio_G3
MSMEG_1740	2.08689591266559	1.06135864552601	0.650300764	0.63	771	1.03222343492063	0.0457552901038963	logPhase_halfLifeRatio_G3
MSMEG_1742	1.26913490288845	0.343845428819693	0.893388922	0.91	1092	0.981746068131868	-0.0265781799412103	logPhase_halfLifeRatio_G3
MSMEG_1805	1.07960993482505	0.110510157998251	0.798655217	0.8	357	0.99831902125	-0.00242718029773533	logPhase_halfLifeRatio_G3
MSMEG_1808	1.23475754111295	0.304227779806082	0.701163932	0.7	411	1.00166276	0.00239686345362348	logPhase_halfLifeRatio_G3
MSMEG_1818	1.63609475100078	0.710256301360718	0.365793436	0.36	519	1.01609287777778	0.0230322802451458	logPhase_halfLifeRatio_G3
MSMEG_1822	2.52897162093122	1.33855084776766	1.809900154	1.83	813	0.989016477595628	-0.0159335375556873	logPhase_halfLifeRatio_G3
MSMEG_1824	1.63412074881701	0.708514591368044	0.734475034	0.76	1494	0.966414518421053	-0.0492859664901814	logPhase_halfLifeRatio_G3
MSMEG_1831	0.845196172654426	-0.242641860630342	0.500291837	0.5	390	1.000583674	0.000841817935566924	logPhase_halfLifeRatio_G3
MSMEG_1835	0.800596858762611	-0.320852139737098	0.749716179	0.77	1083	0.973657375324675	-0.0385139097265793	logPhase_halfLifeRatio_G3
MSMEG_1886	1.36797582310751	0.452042733008074	1.344292518	1.39	1257	0.967116919424461	-0.0482377802863535	logPhase_halfLifeRatio_G3
MSMEG_1915	1.0023192844424	0.00334214596629535	2.029495332	2.02	306	1.00470065940594	0.00676572874949676	logPhase_halfLifeRatio_G3
MSMEG_1920	1.80275425314886	0.85020274567364	0.618767209	0.63	963	0.982170173015873	-0.0259550840986664	logPhase_halfLifeRatio_G3
MSMEG_1921	1.13937259893834	0.188239615998122	0.756030967	0.76	390	0.994777588157895	-0.00755409016495936	logPhase_halfLifeRatio_G3
MSMEG_1922	0.980705009592006	-0.0281088475340723	0.799073075	0.81	438	0.986509969135802	-0.0195944647696349	logPhase_halfLifeRatio_G3
MSMEG_1923	1.04853463866753	0.0683745221006251	0.918220646	0.91	381	1.00903367692308	0.012974325801183	logPhase_halfLifeRatio_G3
MSMEG_1929	1.35504749498505	0.438343419533793	1.11326106	1.11	1218	1.00293789189189	0.00423226812965787	logPhase_halfLifeRatio_G3
MSMEG_1937	0.992111246152026	-0.0114261947657961	0.760061312	0.75	1191	1.01341508266667	0.0192252057773929	logPhase_halfLifeRatio_G3
MSMEG_1953	1.02241685770575	0.0319835288857976	2.047991262	2.12	312	0.966033614150943	-0.0498547048686086	logPhase_halfLifeRatio_G3
MSMEG_1967	2.0894650040593	1.06313359551464	0.705434195	0.71	615	0.993569288732394	-0.00930751440287332	logPhase_halfLifeRatio_G3
MSMEG_2010	1.01475228719059	0.0211275917870765	0.468596242	0.47	318	0.997013280851064	-0.00431537252030542	logPhase_halfLifeRatio_G3
MSMEG_2014	1.47811360489944	0.563757156443792	0.737584866	0.73	1086	1.01039022739726	0.0149125904042826	logPhase_halfLifeRatio_G3
MSMEG_2017	0.932407087298454	-0.100968124342212	0.805455619	0.81	405	0.99438965308642	-0.00811681008040459	logPhase_halfLifeRatio_G3
MSMEG_2084	1.09863351223218	0.13571020497357	0.671343694	0.66	381	1.01718741515152	0.0245855179361599	logPhase_halfLifeRatio_G3
MSMEG_2117	1.25700411779425	0.329989375861537	1.613293539	1.63	471	0.989750637423313	-0.0148630035012438	logPhase_halfLifeRatio_G3
MSMEG_2125	2.67575534485145	1.4199462105588	0.804311108	0.78	747	1.03116808717949	0.0442795206544024	logPhase_halfLifeRatio_G3
MSMEG_2126	1.36792836607001	0.451992682985904	0.606618205	0.59	399	1.02816644915254	0.040073840337443	logPhase_halfLifeRatio_G3
MSMEG_2134	0.978968510707727	-0.030665639732991	1.012641137	1	366	1.012641137	0.0181229978340104	logPhase_halfLifeRatio_G3
