gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_hypoxia	HalfLife_entireGene_hypoxia	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	HalfLife_entireGene_hypoxia_log2	coverageRatio_5pTo3p_log2_subset
MSMEG_0702	1.12251987980238	0.166740995290112	21.75816421	27.05	933	0.804368362661738	-0.314071756069334	4.75755668893945	hypoxia_G3
MSMEG_0703	1.02636503150371	0.0375439234206085	15.74616985	18.11	624	0.869473763114301	-0.201785600875892	4.17871464117544	hypoxia_G3
MSMEG_0704	0.975974552294612	-0.0350845636534984	8.658109958	9.17	540	0.944177748964013	-0.0828696109261071	3.19692173382033	hypoxia_G3
MSMEG_0757	1.25035922778519	0.322342640239122	14.93749131	15.93	495	0.937695625235405	-0.0928083930684843	3.99367436175058	hypoxia_G3
MSMEG_0776	0.999121199605899	-0.00126839838666873	7.429055863	7.44	312	0.998529013844086	-0.00212374681666537	2.89530262133331	hypoxia_G3
MSMEG_0777	0.895820478928059	-0.158718447548133	27.37068788	30.65	1011	0.893007761174551	-0.163255380952533	4.93781516880342	hypoxia_G3
MSMEG_0786	1.39224428902393	0.477412374722375	53.72874246	48.93	2283	1.09807362477008	0.134974788887457	5.61264737765832	hypoxia_G3
MSMEG_0787	0.784360567370915	-0.350411087006995	39.108376	48.04	969	0.814079433805162	-0.296758522551101	5.58616424593091	hypoxia_G3
MSMEG_0833	0.979790557593045	-0.0294547066951848	7.577481455	7.61	312	0.995726866622865	-0.00617803754234722	2.92789645372882	hypoxia_G3
MSMEG_0835	1.31319554974165	0.393081765915606	12.15581344	15.26	711	0.796580173001311	-0.328108523631993	3.93168305705981	hypoxia_G3
MSMEG_0903	1.39741851865808	0.482764164174011	15.6240103	18.85	1395	0.828859962864721	-0.270799718071471	4.2364926183813	hypoxia_G3
MSMEG_0918	1.06964924852696	0.0971377962824508	12.45884466	12.28	429	1.01456389739414	0.020859729116938	3.61823865559545	hypoxia_G3
MSMEG_0919	0.967132758782938	-0.0482141521434261	13.77125653	16.05	699	0.858022213707165	-0.220913096124877	4.00450139223494	hypoxia_G3
MSMEG_0921	1.30144355088409	0.380112737308119	17.6581478	18.4	405	0.959681945652174	-0.0593717426557078	4.20163386116965	hypoxia_G3
MSMEG_0924	0.950598483457744	-0.0730919948563474	16.86332101	15.02	798	1.12272443475366	0.167003871283344	3.90881290773955	hypoxia_G3
MSMEG_0929	0.710400830044768	-0.493294827528214	11.44841338	13.07	1359	0.875930633511859	-0.191111470096171	3.70818723602071	hypoxia_G3
MSMEG_0932	1.28149522615449	0.357828104289989	36.42907543	43.08	1200	0.845614564298979	-0.241927869939516	5.42894634476948	hypoxia_G3
MSMEG_0934	1.03942586498742	0.0557868644694237	36.58637075	42.81	498	0.854622068441953	-0.226641523456105	5.41987593042219	hypoxia_G3
MSMEG_0935	1.12255332493655	0.166783979304277	21.61067684	19.1	744	1.13144904921466	0.178171619425516	4.25550073314839	hypoxia_G3
MSMEG_0936	1.16765572979895	0.223614974453887	13.35823126	20.38	1191	0.655457863591757	-0.609425055769284	4.34908214639109	hypoxia_G3
MSMEG_0937	1.18262388943855	0.241991325481235	36.23700963	35.89	678	1.00966869963778	0.0138819822860749	5.16551001804135	hypoxia_G3
MSMEG_0948	1.20195587378756	0.265383932790861	21.10547031	23.06	534	0.915241557241978	-0.127775534613548	4.52732060787705	hypoxia_G3
MSMEG_0953	1.10074099375961	0.13847504022166	26.8562465	31.21	957	0.860501329702019	-0.216750673274962	4.96393645214449	hypoxia_G3
MSMEG_0987	0.802889427043793	-0.316726779672459	19.21285011	19.2	372	1.0006692765625	0.000965239007797457	4.26303440583379	hypoxia_G3
MSMEG_1029	1.21149430061382	0.276787617752095	14.80401353	15.42	738	0.960052758106355	-0.0588144059629311	3.94673086014031	hypoxia_G3
MSMEG_1033	0.863277917399828	-0.212103009981263	14.0927029	14.44	975	0.975948954293629	-0.0351224033628443	3.85199883711245	hypoxia_G3
MSMEG_1066	0.992509246448526	-0.0108475520843663	23.84455925	24.39	312	0.977636705617056	-0.0326296423641255	4.60821785302146	hypoxia_G3
MSMEG_1067	0.843616430574036	-0.245340901039728	13.18454202	13.41	372	0.983187324384788	-0.0244617788158118	3.74523733212975	hypoxia_G3
MSMEG_1077	1.00477123589058	0.00686706915108791	21.68801818	21.56	462	1.00593776345083	0.00854104953871673	4.43028527297778	hypoxia_G3
MSMEG_1165	0.974357225536196	-0.0374772948341451	30.83590299	34.2	492	0.901634590350877	-0.149385230696645	5.09592441999854	hypoxia_G3
MSMEG_1179	1.00123803154129	0.00178499725148164	24.11575563	35.25	1659	0.684134911489362	-0.547647242079896	5.13955135239879	hypoxia_G3
MSMEG_1188	0.81191708966605	-0.300595683283232	8.243380231	18.73	1908	0.440116403150027	-1.18404295287042	4.22727899446832	hypoxia_G3
MSMEG_1238	1.13415062404869	0.181612254158071	12.16271744	25.36	1701	0.479602422712934	-1.06008914833892	4.66448284036468	hypoxia_G3
MSMEG_1243	0.816736207422669	-0.292057908433003	18.4978933	22.83	891	0.810244997809899	-0.303569886048509	4.51285895444998	hypoxia_G3
MSMEG_1245	0.799971322928303	-0.321979811150693	35.02516448	31.91	849	1.09762345596992	0.134383217025968	4.99593670350459	hypoxia_G3
MSMEG_1246	1.36031374236618	0.443939432618288	40.16112692	40.07	1437	1.00227419316197	0.00327724206691846	5.32445060465607	hypoxia_G3
MSMEG_1344	1.0781593356091	0.108570402307855	15.92619429	15.93	435	0.999761097928437	-0.000344704010792946	3.99367436175058	hypoxia_G3
MSMEG_1345	1.29395263372753	0.37178480717809	17.97027619	25.2	843	0.713106198015873	-0.487811151539478	4.65535182861255	hypoxia_G3
MSMEG_1369	1.09260558220645	0.127772699007954	11.87567982	15.32	1050	0.775174922976501	-0.36740619477759	3.93734439215023	hypoxia_G3
MSMEG_1403	0.938239905229833	-0.0919712320273957	9.305132913	9.99	918	0.931444736036036	-0.102457920365564	3.32048467801769	hypoxia_G3
MSMEG_1417	1.19713917595136	0.259590885600415	15.52566981	27.08	1284	0.573326063884786	-0.802572228230744	4.75915583380027	hypoxia_G3
MSMEG_1422	1.02060309874901	0.0294219271437796	46.47138451	45.54	309	1.02045200944225	0.029208335856486	5.5090623863619	hypoxia_G3
MSMEG_1424	0.959924416181671	-0.0590072814419059	37.10244397	50.29	1200	0.737769814476039	-0.438757331873331	5.65219964830406	hypoxia_G3
MSMEG_1521	1.22931697698944	0.297856959785895	52.03246951	60.28	375	0.863179653450564	-0.212267236331042	5.9136075118231	hypoxia_G3
MSMEG_1575	0.752177150417347	-0.410855613928285	14.62254727	15.8	1170	0.925477675316456	-0.111729905546454	3.98185265328974	hypoxia_G3
MSMEG_1601	0.917836561822654	-0.123690817544868	11.44882667	11.14	411	1.02772232226212	0.0394505189970903	3.47767732756531	hypoxia_G3
MSMEG_1602	0.845536445505982	-0.242061153832775	12.79332442	21.26	1542	0.601755617121355	-0.73275039120745	4.41006969175638	hypoxia_G3
MSMEG_1604	1.2265482337909	0.294603968736674	28.88280779	22.18	1737	1.30220053155996	0.380951632535974	4.47118746038699	hypoxia_G3
MSMEG_1610	1.20483760371931	0.26883870322072	18.05426037	22.87	1563	0.789429836904241	-0.3411170472293	4.51538446063695	hypoxia_G3
MSMEG_1647	0.831524149793038	-0.266169930856824	16.81079526	18.64	852	0.901866698497854	-0.149013884941016	4.22032995487956	hypoxia_G3
MSMEG_1658	1.14250412311938	0.192199371754373	21.79226669	35.26	1038	0.618044999716393	-0.694216210634433	5.13996056954546	hypoxia_G3
MSMEG_1668	0.959456312271337	-0.0597109784139957	33.74629475	59.93	522	0.563095190221926	-0.828549266981989	5.90520646879571	hypoxia_G3
MSMEG_1702	0.944741742741605	-0.0820080908308612	11.82366757	10.53	1185	1.12285541975309	0.167172176506546	3.39643353125099	hypoxia_G3
MSMEG_1703	0.771059309380232	-0.375086259315355	17.26162244	25.41	1173	0.679323984258166	-0.557828303913984	4.66732447027863	hypoxia_G3
MSMEG_1764	1.40088669963107	0.486340278759273	18.26308717	16.37	1365	1.11564368784362	0.157876335535913	4.03298241669943	hypoxia_G3
MSMEG_1777	0.974508030621836	-0.0372540205477986	37.55794413	37.83	306	0.992808462331483	-0.0104126823686956	5.24145887127465	hypoxia_G3
MSMEG_1791	0.957895509280388	-0.0620598047555385	42.25030451	42.02	309	1.00548083079486	0.00788557733614136	5.39300425689832	hypoxia_G3
MSMEG_1802	0.968842206115251	-0.0456663797035451	28.19035687	31.46	420	0.896069830578512	-0.158316929229785	4.97544676564096	hypoxia_G3
MSMEG_1808	1.28894481930621	0.366190502165571	20.83809178	21.49	411	0.969664577943229	-0.0444423119428098	4.42559357765306	hypoxia_G3
MSMEG_1809	0.715148637711426	-0.483684969635569	12.52680284	14.96	888	0.837353131016043	-0.25609192620378	3.90303827011291	hypoxia_G3
MSMEG_1817	1.38884722225381	0.473887906864771	11.60853105	13.26	672	0.875454830316742	-0.191895351133326	3.72900887033786	hypoxia_G3
MSMEG_1818	0.810219302166325	-0.303615639574286	9.5361644	12.25	519	0.7784624	-0.361300736563847	3.61470984411521	hypoxia_G3
MSMEG_1823	1.00267607448955	0.00385560275291271	31.24208393	38.81	705	0.805000874259212	-0.312937744841792	5.27835652801072	hypoxia_G3
MSMEG_1824	1.00095918506701	0.00138314829786979	18.52640012	21.07	1494	0.879278600854295	-0.185607736814355	4.39711840904258	hypoxia_G3
MSMEG_1831	0.782070679187491	-0.354629098728807	12.23614661	11.99	390	1.02052932527106	0.0293176393184662	3.5837597536395	hypoxia_G3
MSMEG_1832	1.06952037474563	0.0969639666212216	11.20615969	11.47	465	0.976997357454228	-0.0335734348358061	3.5197934862411	hypoxia_G3
MSMEG_1833	0.85800204579431	-0.220947007239713	11.60022086	11.28	420	1.02838837411348	0.0403852057707471	3.49569516262407	hypoxia_G3
MSMEG_1835	1.08883706495759	0.122788083380298	24.46640461	34.2	1083	0.715391947660819	-0.483194215211177	5.09592441999854	hypoxia_G3
MSMEG_1842	1.05460234127852	0.0766991047008237	15.67789229	15.35	624	1.02136106123779	0.0304929633503716	3.94016675048282	hypoxia_G3
MSMEG_1915	1.00081477648716	0.00117499538313026	39.44492813	39.87	306	0.989338553549034	-0.0154637964045202	5.31723170022261	hypoxia_G3
MSMEG_1927	0.75554935498112	-0.40440209481055	19.86997992	19.99	798	0.993995993996999	-0.00868805743814101	4.3212065669699	hypoxia_G3
MSMEG_1942	0.994727517120007	-0.00762670846372837	19.43317003	18.6	714	1.04479408763441	0.0632186379802765	4.21723071622067	hypoxia_G3
MSMEG_1945	1.17194026967339	0.228899041738025	12.46679732	19.84	1095	0.628366800403226	-0.670321136659635	4.31034012061215	hypoxia_G3
MSMEG_1953	0.979638659706113	-0.0296783864552926	21.90285132	22	312	0.995584150909091	-0.00638483120848775	4.4594316186373	hypoxia_G3
MSMEG_1981	1.07721688571715	0.10730874983289	20.99873251	18.54	489	1.13261771898598	0.179661005036347	4.21256933885081	hypoxia_G3
MSMEG_2009	0.955290109551849	-0.0659891669193606	12.18051301	16.19	681	0.75234793143916	-0.410528088734751	4.01703108052784	hypoxia_G3
MSMEG_2010	0.985929842485114	-0.0204431049778057	11.62764306	11.56	318	1.00585147577855	0.00841729224391768	3.53106949272595	hypoxia_G3
MSMEG_2026	0.844504148341804	-0.243823585090483	34.22756707	27.49	831	1.24509156311386	0.316251840922266	4.78083500173823	hypoxia_G3
MSMEG_2080	1.17705370776697	0.235180150589855	17.86787431	26.84	1221	0.665718118852459	-0.587016660260754	4.74631276642546	hypoxia_G3
MSMEG_2143	1.12213091132041	0.16624099510493	19.25523303	20.21	441	0.9527576956952	-0.0698187387442119	4.33699741660501	hypoxia_G3
MSMEG_2171	1.14148381639544	0.190910405623456	8.940509367	11.91	1221	0.75067249093199	-0.413744479778011	3.57410150808939	hypoxia_G3
MSMEG_2225	1.32613352921623	0.407226048632345	8.845761008	13.35	738	0.66260382082397	-0.593781572319777	3.73876783680019	hypoxia_G3
MSMEG_2261	1.08988046651717	0.124169914984435	16.90732956	17.04	570	0.992214176056338	-0.0112765253003131	4.09085343045111	hypoxia_G3
MSMEG_2263	1.24201613734393	0.312683918417339	33.61174897	34.74	1215	0.967522998560737	-0.0476321395577903	5.11852584893567	hypoxia_G3
MSMEG_2264	1.35415325200189	0.437391020590713	42.05554363	48.64	798	0.864628775287829	-0.209847244225787	5.60407132366886	hypoxia_G3
MSMEG_2267	0.781027671239482	-0.356554431983899	49.55246535	42.22	1251	1.17367279369967	0.231030257934351	5.39985467357243	hypoxia_G3
MSMEG_2270	0.802654383166674	-0.31714918687951	43.61807334	47.78	822	0.912893958560067	-0.131480807892043	5.57833494868161	hypoxia_G3
MSMEG_2272	1.00453802353577	0.00653217365635288	10.42702258	10.47	336	0.995895184336199	-0.00593418491902262	3.38818953715608	hypoxia_G3
MSMEG_2276	1.13384654582687	0.18122539993169	27.53306241	35.8	1074	0.769079955586592	-0.378794502510488	5.16188768237689	hypoxia_G3
MSMEG_2309	1.21483087957588	0.280755485699656	14.99287501	15.15	738	0.989628713531353	-0.0150407349648299	3.92124588858559	hypoxia_G3
MSMEG_2313	0.862891826007651	-0.212748383529537	13.67399231	14.2	975	0.962957204929577	-0.0544564106376941	3.82781902461732	hypoxia_G3
MSMEG_2351	0.973011794535607	-0.039470801890329	23.23050521	25.11	792	0.925149550378335	-0.112241498826188	4.65019012349677	hypoxia_G3
MSMEG_2374	0.87725239592141	-0.18893611201573	42.88446307	52.55	1014	0.816069706374881	-0.293235706481957	5.71561885907482	hypoxia_G3
MSMEG_2378	0.838579402168304	-0.253980700852113	20.06906652	26.8	1587	0.748845765671642	-0.417259487036165	4.74416109557041	hypoxia_G3
MSMEG_2379	0.989377053310161	-0.0154076555278143	32.45266102	43.35	1023	0.748619631372549	-0.417695213744775	5.43796008833447	hypoxia_G3
MSMEG_2389	1.10532260684076	0.144467505690854	33.95447246	32.23	627	1.05350519578033	0.0751974293977721	5.01033228328482	hypoxia_G3
MSMEG_2391	1.20761420545429	0.272159632830292	13.87450861	23.71	2199	0.585175394770139	-0.773058986021676	4.56742375770728	hypoxia_G3
MSMEG_2393	0.855428541600235	-0.22528075096728	14.83914236	19.03	999	0.779776266946926	-0.358867848947688	4.2502036564993	hypoxia_G3
MSMEG_2430	1.17172364922873	0.228632350563046	26.09769	27.29	1569	0.956309637229754	-0.0644502802702046	4.77030048949942	hypoxia_G3
MSMEG_2440	1.05698355507204	0.0799529309300827	12.59838945	13.21	342	0.953700942467827	-0.0683911519872774	3.7235585614721	hypoxia_G3
MSMEG_2443	0.978813758804453	-0.0308937139242459	11.26341336	11.26	306	1.00030314031972	0.000437272761793114	3.4931349223055	hypoxia_G3
MSMEG_2456	1.0086837402777	0.012473906997576	13.53997036	13.39	999	1.01120017625093	0.0160686200876274	3.74308405554959	hypoxia_G3
MSMEG_2457	1.05450434830353	0.076565044171917	16.04892754	16.12	318	0.995591038461539	-0.00637485053193744	4.01077983875324	hypoxia_G3
MSMEG_2459	0.920214162634189	-0.119958434354837	26.83017226	29.48	801	0.910114391451832	-0.135880207149124	4.88166461932035	hypoxia_G3
MSMEG_2464	1.14054553147747	0.189724041323942	47.3034881	45.6	507	1.03735719517544	0.0529127456235143	5.51096191927738	hypoxia_G3
MSMEG_2465	1.19011493195518	0.25110090441987	26.99131901	26.62	1221	1.01394887340346	0.0199849088039045	4.73443866613717	hypoxia_G3
MSMEG_2517	0.96794265923215	-0.0470065098789016	20.35234617	24.14	882	0.843096361640431	-0.246230561566017	4.5933537709803	hypoxia_G3
MSMEG_2520	1.08210955702636	0.113846570677831	48.23081268	95.6	828	0.504506408786611	-0.987055498764975	6.57893871309339	hypoxia_G3
MSMEG_2540	0.711250019872622	-0.491571307158642	14.62473073	15.36	747	0.952130906901042	-0.070768153966099	3.94110631094643	hypoxia_G3
MSMEG_2541	0.98646102307073	-0.0196660464052941	23.48055098	23.99	558	0.978764109212172	-0.0309668954019816	4.58436125251871	hypoxia_G3
MSMEG_2546	1.05470310322328	0.0768369403646916	35.75550962	24.67	714	1.44935182894203	0.535407850420993	4.6246858105254	hypoxia_G3
MSMEG_2578	0.86271040520475	-0.213051738368664	20.04882763	20.71	1197	0.96807472863351	-0.0468096770695632	4.37225564844579	hypoxia_G3
MSMEG_2591	1.04890254723397	0.0688806444038955	18.56228678	18.77	657	0.988933765583378	-0.0160541960104457	4.23035674505615	hypoxia_G3
MSMEG_2595	1.2402219047284	0.310598275619536	11.54578267	19.51	1374	0.591787937980523	-0.756847803548205	4.2861418728343	hypoxia_G3
MSMEG_2606	0.92559748754609	-0.111543146506907	19.92186799	19.41	330	1.02637135445647	0.0375528111595815	4.27872821293894	hypoxia_G3
MSMEG_2611	0.898100937743177	-0.155050496025674	30.36963401	40.91	1386	0.742352334637008	-0.429824014796964	5.35438163211332	hypoxia_G3
MSMEG_2613	1.0416080049462	0.0588124410315179	9.19073254	17.55	1533	0.523688463817664	-0.933219270463589	4.1333991254172	hypoxia_G3
MSMEG_2619	0.777230184601038	-0.363586164205207	12.25393239	15.18	1548	0.807241922924901	-0.308926994247223	3.92409988564074	hypoxia_G3
MSMEG_2648	1.20270726592256	0.266285539110935	21.78086358	27.34	666	0.796666553767374	-0.327952086966088	4.77294133783134	hypoxia_G3
MSMEG_2652	1.14910029249707	0.200504720676547	21.3979341	18.43	711	1.16103820401519	0.215415444930819	4.20398416585599	hypoxia_G3
MSMEG_2660	0.968325892364905	-0.0464354232422958	28.21938239	24.15	516	1.16850444679089	0.224663224365461	4.59395128394841	hypoxia_G3
MSMEG_2670	0.784615460458617	-0.349942331601818	18.81775877	19.31	801	0.974508481097877	-0.037253353647804	4.27127625917593	hypoxia_G3
MSMEG_2685	1.01385208380494	0.0198471853519016	17.1978371	25.23	1677	0.681642374157749	-0.552913071695902	4.65706830120158	hypoxia_G3
MSMEG_2694	0.888589463350049	-0.170411060519815	18.15728132	17.92	339	1.01324114508929	0.018977567448315	4.16349873228288	hypoxia_G3
MSMEG_2736	1.03711096087027	0.052570256864067	16.31605122	18.61	1413	0.876735691563675	-0.189786114180958	4.21800615028443	hypoxia_G3
MSMEG_2743	0.811647577166537	-0.301074659400439	14.12791919	14.53	453	0.972327542326222	-0.040485706890401	3.86096279785812	hypoxia_G3
MSMEG_2758	0.856448749678879	-0.223561177587244	11.83938961	22.59	1401	0.52409869898185	-0.932089567240979	4.49761236561836	hypoxia_G3
MSMEG_2768	0.852726991611357	-0.229844171505456	8.744518264	9.01	372	0.970534768479467	-0.0431481978531906	3.17152710603881	hypoxia_G3
MSMEG_2779	0.994698553035943	-0.00766871690130987	19.03673003	18.38	582	1.03573068715996	0.0506489192325676	4.20006486151431	hypoxia_G3
MSMEG_2783	1.02422411736601	0.0345314356842028	16.69453267	16.7	312	0.99967261497006	-0.000472394090752502	4.06177619758669	hypoxia_G3
MSMEG_2784	0.932282375180114	-0.101161101841744	16.13020417	17.05	414	0.946053030498534	-0.0800070395542613	4.09169983413681	hypoxia_G3
MSMEG_2868	1.11420082789587	0.156009293087759	14.73927419	14.36	696	1.02641185167131	0.03760973400546	3.84398384404833	hypoxia_G3
MSMEG_2902	0.854854278002013	-0.226249581697445	30.48794444	24.76	744	1.23133862843296	0.300227569603696	4.62993940943954	hypoxia_G3
MSMEG_2931	0.774964060780433	-0.367798688418021	14.94231727	21.9	2055	0.682297592237443	-0.551526969711533	4.45285896471381	hypoxia_G3
MSMEG_2944	1.16562804757635	0.221107497350757	18.12634553	18.7	588	0.969323290374332	-0.0449501788524445	4.22496636500027	hypoxia_G3
MSMEG_2945	1.2540954255848	0.326647128666342	27.96016726	25.61	1056	1.09176756188989	0.126665738123132	4.67863534782274	hypoxia_G3
MSMEG_2946	1.06787077807136	0.0947370785658365	21.15447532	22.32	387	0.947781152329749	-0.0773741232086479	4.48026512205446	hypoxia_G3
MSMEG_2975	0.84773969505922	-0.238306752619634	12.0696123	18.46	678	0.653825151679307	-0.613023218386254	4.20633064787105	hypoxia_G3
MSMEG_3014	1.1375086770605	0.185877550414106	10.35442932	10.09	381	1.02620706838454	0.0373218677772246	3.33485426933163	hypoxia_G3
MSMEG_3022	0.975811587780032	-0.0353254794923242	29.19452055	29.16	306	1.00118383230453	0.00170689885321127	4.86591881455221	hypoxia_G3
MSMEG_3030	1.1877005484508	0.248171139402922	21.89370704	22.94	1200	0.954390019180471	-0.0673491391909052	4.5197934862411	hypoxia_G3
MSMEG_3053	1.13672802016435	0.184887108321322	8.633239007	8.61	324	1.00269907166086	0.00388869172887979	3.10601323762212	hypoxia_G3
MSMEG_3066	0.709615418961505	-0.494890737140124	12.20998983	13.04	678	0.936348913343558	-0.094881870899258	3.70487196445635	hypoxia_G3
MSMEG_3072	1.29799392632204	0.376283632577751	13.43996513	20.78	1320	0.646774067853705	-0.628666259194004	4.37712374912949	hypoxia_G3
MSMEG_3074	1.31651713085726	0.396726294222576	47.75699862	60.07	474	0.795022450807391	-0.330932493344264	5.90857275875175	hypoxia_G3
MSMEG_3079	1.38810586617112	0.473117601616268	25.73127432	39.45	876	0.652250299619772	-0.616502393123501	5.3019533951261	hypoxia_G3
MSMEG_3080	0.862481837724444	-0.213434018283992	55.17492772	46.75	1065	1.18021235764706	0.239046469553263	5.54689445988764	hypoxia_G3
MSMEG_3101	1.32146022590069	0.402133002535759	32.10412148	57.41	1551	0.559207829298032	-0.838543535299956	5.84323015049655	hypoxia_G3
MSMEG_3102	0.751089894542981	-0.412942507187732	42.56787851	57.15	1116	0.744844768328959	-0.424988307295219	5.83668159332712	hypoxia_G3
MSMEG_3103	0.799186348557727	-0.323396155195818	14.56453994	23.33	2091	0.624283752250322	-0.679726176510736	4.54411440220947	hypoxia_G3
MSMEG_3117	0.743553804524784	-0.427490953534287	12.30835194	14.81	963	0.831083858203916	-0.266934039418751	3.88849973551412	hypoxia_G3
MSMEG_3138	0.911923867633263	-0.133014709502454	21.90393185	20.96	375	1.04503491650763	0.0635511461634381	4.38956681176273	hypoxia_G3
MSMEG_3143	0.973249542097932	-0.0391183340851071	15.17599367	31.77	2832	0.477683149826881	-1.0658741079462	4.98959318493877	hypoxia_G3
MSMEG_3144	0.768875325357213	-0.379178413567644	11.4913375	11.14	603	1.03153837522442	0.0447974932710546	3.47767732756531	hypoxia_G3
MSMEG_3145	1.28422919713228	0.360902704062777	7.725017225	14.62	1494	0.528386951094391	-0.92033325628117	3.86987140617771	hypoxia_G3
MSMEG_3146	1.34214298912639	0.424538381459349	39.47157869	45.49	690	0.867697926797098	-0.204735212771565	5.50747752951693	hypoxia_G3
MSMEG_3155	1.16110029125258	0.215492591879361	17.92852816	24.36	1227	0.735982272577997	-0.442257078023311	4.60644222813161	hypoxia_G3
MSMEG_3163	0.828973497482274	-0.270602115798521	17.07355214	21.53	732	0.793012175568974	-0.334585078266898	4.42827641439251	hypoxia_G3
