gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_hypoxia	HalfLife_entireGene_hypoxia	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	halfLifeRatio_5pVScds_log2_subset
MSMEG_2694	0.888589463350049	-0.170411060519815	18.15728132	17.92	339	1.01324114508929	0.018977567448315	hypoxia_halfLifeRatio_G4
MSMEG_2743	0.811647577166537	-0.301074659400439	14.12791919	14.53	453	0.972327542326222	-0.040485706890401	hypoxia_halfLifeRatio_G4
MSMEG_2765	1.43291561262287	0.518953648793816	11.68396455	11.7	465	0.998629448717949	-0.0019786437642111	hypoxia_halfLifeRatio_G4
MSMEG_2768	0.852726991611357	-0.229844171505456	8.744518264	9.01	372	0.970534768479467	-0.0431481978531906	hypoxia_halfLifeRatio_G4
MSMEG_2783	1.02422411736601	0.0345314356842028	16.69453267	16.7	312	0.99967261497006	-0.000472394090752502	hypoxia_halfLifeRatio_G4
MSMEG_2868	1.11420082789587	0.156009293087759	14.73927419	14.36	696	1.02641185167131	0.03760973400546	hypoxia_halfLifeRatio_G4
MSMEG_2944	1.16562804757635	0.221107497350757	18.12634553	18.7	588	0.969323290374332	-0.0449501788524445	hypoxia_halfLifeRatio_G4
MSMEG_2983	0.647437841202051	-0.627186404781912	11.69900875	11.87	432	0.985594671440607	-0.020933638679013	hypoxia_halfLifeRatio_G4
MSMEG_3014	1.1375086770605	0.185877550414106	10.35442932	10.09	381	1.02620706838454	0.0373218677772246	hypoxia_halfLifeRatio_G4
MSMEG_3022	0.975811587780032	-0.0353254794923242	29.19452055	29.16	306	1.00118383230453	0.00170689885321127	hypoxia_halfLifeRatio_G4
MSMEG_3031	2.22926566664578	1.15656855608333	27.34641253	26.62	735	1.02728822426747	0.0388410126035439	hypoxia_halfLifeRatio_G4
MSMEG_3053	1.13672802016435	0.184887108321322	8.633239007	8.61	324	1.00269907166086	0.00388869172887979	hypoxia_halfLifeRatio_G4
MSMEG_3144	0.768875325357213	-0.379178413567644	11.4913375	11.14	603	1.03153837522442	0.0447974932710546	hypoxia_halfLifeRatio_G4
MSMEG_3164	0.888390900823323	-0.170733478459351	14.38584744	14.44	363	0.996249822714681	-0.0054205325156684	hypoxia_halfLifeRatio_G4
MSMEG_3228	2.70275579304568	1.43443116334201	37.38254808	36.93	864	1.01225421283509	0.0175716472856965	hypoxia_halfLifeRatio_G4
MSMEG_3252	0.989266965076057	-0.0155681935003761	19.27038726	18.89	330	1.0201369645315	0.0287628627702297	hypoxia_halfLifeRatio_G4
MSMEG_3254	0.647979379382631	-0.625980191863524	25.56788735	24.78	486	1.03179529257466	0.0451567695188184	hypoxia_halfLifeRatio_G4
MSMEG_3542	1.06628807495653	0.0925972581393271	20.03158132	20.71	372	0.967241975857074	-0.0480512396233422	hypoxia_halfLifeRatio_G4
MSMEG_3560	0.985162287220208	-0.0215666934834583	22.08720799	22.25	363	0.992683505168539	-0.0105942747221188	hypoxia_halfLifeRatio_G4
MSMEG_3580	1.17847706093357	0.236923676789634	18.84720744	19.01	990	0.991436477643345	-0.0124077544299226	hypoxia_halfLifeRatio_G4
MSMEG_3615	17.6924416181498	4.14506125356163	43.64093861	42.41	1014	1.02902472553643	0.0412776479075172	hypoxia_halfLifeRatio_G4
MSMEG_3616	0.9927894190766	-0.0104403552521531	46.83544304	46.83	303	1.00011622976724	0.000167674364618063	hypoxia_halfLifeRatio_G4
MSMEG_3627	1.00840643197242	0.0120772253570007	16.2934584	16.27	303	1.00144181929932	0.00207860742467422	hypoxia_halfLifeRatio_G4
MSMEG_3628	0.899564734470795	-0.152700990465003	18.43879345	18.81	408	0.980265467836257	-0.0287555933461086	hypoxia_halfLifeRatio_G4
MSMEG_3630	0.656458025078983	-0.607225328927473	10.3075073	10.51	408	0.980733330161751	-0.0280671863258654	hypoxia_halfLifeRatio_G4
MSMEG_3674	1.09223676154168	0.127285619699357	12.36637905	12.62	411	0.979903252773376	-0.0292887779392593	hypoxia_halfLifeRatio_G4
MSMEG_3680	0.995009453461497	-0.00721786229918489	17.61457408	17.66	306	0.997427750849377	-0.00371575206498236	hypoxia_halfLifeRatio_G4
MSMEG_3791	1.0132827800485	0.0190368478233904	53.36538462	54.93	390	0.971516195521573	-0.0416900486352564	hypoxia_halfLifeRatio_G4
MSMEG_3811	1.06118143857794	0.085671346316495	11.40871996	11.64	444	0.980130580756014	-0.0289541255990115	hypoxia_halfLifeRatio_G4
MSMEG_3858	1.04502365167121	0.063535594710575	9.426551453	9.61	354	0.980910661082206	-0.0278063495569346	hypoxia_halfLifeRatio_G4
MSMEG_3880	0.726910615341201	-0.460150121020523	12.0774699	12.17	420	0.992396869350863	-0.0110109108250043	hypoxia_halfLifeRatio_G4
MSMEG_3902	1.14760449553681	0.198625524731898	27.06447929	26.23	1842	1.03181392642013	0.0451828238281414	hypoxia_halfLifeRatio_G4
MSMEG_3903	0.930393094048251	-0.10408770660946	15.27547461	15.51	504	0.984879085106383	-0.0219814810039015	hypoxia_halfLifeRatio_G4
MSMEG_3908	1.58792426370319	0.66714210455551	27.82605789	28.76	798	0.967526352225313	-0.0476271388426915	hypoxia_halfLifeRatio_G4
MSMEG_3916	0.998761527725512	-0.00178784513565852	18.81946034	18.95	318	0.99311136358839	-0.00997258993504911	hypoxia_halfLifeRatio_G4
MSMEG_3932	0.793418765080796	-0.333845575941021	28.06502996	27.38	438	1.02501935573411	0.0356511528116607	hypoxia_halfLifeRatio_G4
MSMEG_3935	0.417263806633521	-1.26096830789465	13.86474587	13.43	777	1.03237124869695	0.0459618683772177	hypoxia_halfLifeRatio_G4
MSMEG_4071	1.10396037042837	0.142688383698834	22.94921538	22.64	330	1.01365792314488	0.0195708714286164	hypoxia_halfLifeRatio_G4
MSMEG_4121	0.804855480072538	-0.313198338865717	10.37599748	10.29	741	1.00835738386783	0.0120070520856402	hypoxia_halfLifeRatio_G4
MSMEG_4183	0.66990294082779	-0.577976009660013	14.75949339	14.72	678	1.00268297486413	0.00386553128535632	hypoxia_halfLifeRatio_G4
MSMEG_4186	2.45488407250473	1.29565489746402	26.25354778	26.63	879	0.985863604205783	-0.0205400336264975	hypoxia_halfLifeRatio_G4
MSMEG_4195	0.99519519235938	-0.00694857884814138	11.11205658	11.14	306	0.997491614003591	-0.00362338236068851	hypoxia_halfLifeRatio_G4
MSMEG_4214	0.51612761761266	-0.954200264639745	21.01974151	20.61	723	1.0198807137312	0.0284004230083592	hypoxia_halfLifeRatio_G4
MSMEG_4215	3.11966789397451	1.64139245433815	21.27340154	21.34	678	0.99687917244611	-0.00450944269770105	hypoxia_halfLifeRatio_G4
MSMEG_4236	0.953097981718887	-0.0693035591638356	13.35555248	13.51	432	0.988567911176906	-0.0165880173974302	hypoxia_halfLifeRatio_G4
MSMEG_4237	0.761383213976852	-0.393305331369253	18.6874979	18.89	402	0.989279931180519	-0.0155492845378011	hypoxia_halfLifeRatio_G4
MSMEG_4272	0.899783642041012	-0.152349955755276	14.59732426	14.21	357	1.02725716115412	0.0387973877706173	hypoxia_halfLifeRatio_G4
MSMEG_4287	1.13340098255059	0.180658358239668	17.53494483	16.97	753	1.03329079728933	0.0472463265820843	hypoxia_halfLifeRatio_G4
MSMEG_4300	4.44352561508154	2.1517048047332	26.56148425	25.71	678	1.03311879618825	0.0470061562529175	hypoxia_halfLifeRatio_G4
MSMEG_4336	0.739672786969687	-0.435040895789722	24.43086359	25.07	513	0.974505927004388	-0.0372571348184258	hypoxia_halfLifeRatio_G4
MSMEG_4625	1.00484599319532	0.0069744050071988	15.9817242	16.49	312	0.969176725288053	-0.045168335903603	hypoxia_halfLifeRatio_G4
MSMEG_4692	1.25820573975705	0.331367848654516	23.30521078	24.05	474	0.969031633264033	-0.0453843328504678	hypoxia_halfLifeRatio_G4
MSMEG_4694	1.42571243246835	0.511683018184973	15.86156143	16.07	579	0.987029336029869	-0.018835130453051	hypoxia_halfLifeRatio_G4
MSMEG_4756	0.71319473134791	-0.487632049645036	26.09707642	26.37	393	0.989650224497535	-0.0150093763082603	hypoxia_halfLifeRatio_G4
MSMEG_4890	0.928454576480516	-0.107096765113653	32.8638961	33.02	534	0.995272443973349	-0.00683659459037636	hypoxia_halfLifeRatio_G4
MSMEG_4898	0.778343750366554	-0.361520642218853	12.50777041	12.49	375	1.00142277101681	0.00205116586636924	hypoxia_halfLifeRatio_G4
MSMEG_4900	0.938137858722506	-0.0921281535098748	13.66751011	13.75	345	0.994000735272727	-0.00868117592281398	hypoxia_halfLifeRatio_G4
MSMEG_4910	0.984594533381296	-0.022398365354788	13.15500987	13.14	303	1.00114230365297	0.00164705527569287	hypoxia_halfLifeRatio_G4
MSMEG_4940	1.45535776969222	0.541373853554735	57.79895337	57.98	513	0.996877429630907	-0.00451196492217735	hypoxia_halfLifeRatio_G4
MSMEG_4943	1.14093864686706	0.190221213852296	10.79598506	10.58	447	1.02041446691871	0.0291552579965097	hypoxia_halfLifeRatio_G4
MSMEG_5015	2.29886198055324	1.20091985189834	23.29485834	22.55	825	1.03303141197339	0.0468841237181975	hypoxia_halfLifeRatio_G4
MSMEG_5048	0.747631956784759	-0.419599857921001	27.63749237	26.78	762	1.0320198793876	0.0454707610883802	hypoxia_halfLifeRatio_G4
MSMEG_5060	1.11766402882824	0.160486577458935	29.32732109	29.07	918	1.0088517746818	0.0127142223727006	hypoxia_halfLifeRatio_G4
MSMEG_5069	1.24031072362239	0.310701590993405	35.57825346	36.05	399	0.986914104299584	-0.0190035691657599	hypoxia_halfLifeRatio_G4
MSMEG_5072	0.82562449410279	-0.276442322531676	17.15287955	16.68	774	1.02835009292566	0.0403315012470923	hypoxia_halfLifeRatio_G4
MSMEG_5117	1.35087124896309	0.433890178487443	55.30550896	54.86	954	1.00812083412322	0.0116685717172498	hypoxia_halfLifeRatio_G4
MSMEG_5122	0.974043949430623	-0.0379412258701565	21.20161591	21.25	324	0.997723101647059	-0.00328861530615792	hypoxia_halfLifeRatio_G4
MSMEG_5136	0.764489880666376	-0.387430689716009	10.26240001	10.46	453	0.981108987571702	-0.0275146861742126	hypoxia_halfLifeRatio_G4
MSMEG_5156	0.630184559941358	-0.66615368735659	11.77679265	12.08	582	0.974900053807947	-0.0366737727088185	hypoxia_halfLifeRatio_G4
MSMEG_5187	1.6871129472513	0.754556561049758	19.01053857	18.88	1290	1.00691411917373	0.00994063952563488	hypoxia_halfLifeRatio_G4
MSMEG_5217	0.964520608592742	-0.0521160306960208	14.69559595	14.67	339	1.00174478186776	0.00251499472691768	hypoxia_halfLifeRatio_G4
MSMEG_5224	0.804203574113213	-0.314367346980935	14.31996302	13.84	945	1.03467940895954	0.0491838240038236	hypoxia_halfLifeRatio_G4
MSMEG_5230	0.87936169295564	-0.185471408125585	17.26909713	17.6	336	0.981198700568182	-0.0273827715962926	hypoxia_halfLifeRatio_G4
MSMEG_5279	0.375131007710564	-1.41453357616587	19.54626831	19.47	369	1.00391722187982	0.00564031659257662	hypoxia_halfLifeRatio_G4
MSMEG_5292	1.00863411032141	0.0124029207701719	16.25186982	16.26	306	0.999499988929889	-0.000721543896242832	hypoxia_halfLifeRatio_G4
MSMEG_5298	1.01145238410881	0.0164284041008097	11.83669625	11.88	315	0.996354903198653	-0.00526837078355055	hypoxia_halfLifeRatio_G4
MSMEG_5342	1.02090754713958	0.0298522224130406	35.09862926	35.17	330	0.997970692635769	-0.00293064626858624	hypoxia_halfLifeRatio_G4
MSMEG_5343	0.963497304656757	-0.0536474642395046	33.24979281	33.71	348	0.986348051320083	-0.0198312765704561	hypoxia_halfLifeRatio_G4
MSMEG_5390	1.02814834152643	0.0400484319879889	26.24072119	26.82	402	0.978401237509321	-0.0315018662597653	hypoxia_halfLifeRatio_G4
MSMEG_5422	1.92865447014122	0.947594699185269	54.76027989	56.08	975	0.976467187767475	-0.0343565288505494	hypoxia_halfLifeRatio_G4
MSMEG_5428	1.07447587687434	0.103633093091958	30.35994311	31.41	348	0.966569344476281	-0.0490548556290469	hypoxia_halfLifeRatio_G4
MSMEG_5438	0.645760913807665	-0.63092797379048	26.99930677	26.54	894	1.01730620836473	0.0247539946301282	hypoxia_halfLifeRatio_G4
MSMEG_5479	0.893747575445324	-0.162060671840724	13.58496108	13.64	321	0.99596488856305	-0.00583321202055792	hypoxia_halfLifeRatio_G4
MSMEG_5581	2.01428854489695	1.01027036282556	15.50914714	15.57	723	0.996091659601798	-0.0056495907781327	hypoxia_halfLifeRatio_G4
MSMEG_5582	0.569640756946567	-0.811875722211698	14.68224837	14.8	465	0.992043808783784	-0.0115242632675792	hypoxia_halfLifeRatio_G4
MSMEG_5634	0.921023154366612	-0.118690669005074	18.42379713	18.42	444	1.00020614169381	0.00029736895036504	hypoxia_halfLifeRatio_G4
MSMEG_5664	0.936127780524106	-0.0952226251789026	25.00366045	25.54	363	0.979000017619421	-0.0306192090936827	hypoxia_halfLifeRatio_G4
MSMEG_5703	1.91780399958143	0.939455283817495	17.70024398	17.71	474	0.99944912365895	-0.000794965549342121	hypoxia_halfLifeRatio_G4
MSMEG_5766	0.969712074089677	-0.0443716475312495	18.34139786	17.96	372	1.0212359610245	0.0303162457153407	hypoxia_halfLifeRatio_G4
MSMEG_5794	1.69391614018777	0.760362453696126	26.06082424	26.35	378	0.989025587855787	-0.0159202483265224	hypoxia_halfLifeRatio_G4
MSMEG_5798	0.861184017989622	-0.215606548931989	11.94918903	12.07	1083	0.989990806130903	-0.0145129676859663	hypoxia_halfLifeRatio_G4
MSMEG_5888	0.986524568341285	-0.0195731147111837	9.814092211	9.82	333	0.99939839215886	-0.000868197832478741	hypoxia_halfLifeRatio_G4
MSMEG_5903	1.3491776752122	0.43208035145036	47.97026708	47.31	951	1.01395618431621	0.0199953110833776	hypoxia_halfLifeRatio_G4
MSMEG_6076	2.56654644196238	1.35982836652262	26.72745222	27.54	669	0.970495723311547	-0.0432062394660094	hypoxia_halfLifeRatio_G4
MSMEG_6092	0.865992040620142	-0.207574329762867	15.50965278	16.04	345	0.966935958852868	-0.0485077531737831	hypoxia_halfLifeRatio_G4
MSMEG_6127	0.959436374890122	-0.0597409577465557	15.17547497	15.37	360	0.987343849707222	-0.0183754936126358	hypoxia_halfLifeRatio_G4
MSMEG_6212	0.744519352660209	-0.425618744905993	17.13037864	17.15	585	0.998855897376093	-0.00165153612543962	hypoxia_halfLifeRatio_G4
MSMEG_6425	0.960681625753062	-0.0578697003593644	19.25790557	19.59	342	0.983047757529352	-0.0246665889246336	hypoxia_halfLifeRatio_G4
MSMEG_6455	5.82059309732963	2.54116616601681	11.91240625	12.28	585	0.970065655537459	-0.0438457004610007	hypoxia_halfLifeRatio_G4
MSMEG_6559	0.97643041963089	-0.0344108534686133	13.69353217	13.65	306	1.00318916996337	0.00459367856710688	hypoxia_halfLifeRatio_G4
MSMEG_6630	0.952290717301696	-0.0705260251537417	25.5225219	25.25	351	1.01079294653465	0.0154875020872714	hypoxia_halfLifeRatio_G4
MSMEG_6678	1.2284065268998	0.296788082927045	28.53225945	28.6	486	0.997631449300699	-0.00342114953232735	hypoxia_halfLifeRatio_G4
MSMEG_6757	2.55100280189766	1.35106448352746	16.64637941	17.12	762	0.972335245911215	-0.0404742767093596	hypoxia_halfLifeRatio_G4
MSMEG_6815	1.28328931922693	0.359846464549782	15.242786	15.23	786	1.00083952724885	0.00121067367291731	hypoxia_halfLifeRatio_G4
MSMEG_6916	0.615376959012333	-0.700457667694527	16.30063661	16.4	666	0.993941256707317	-0.00876750583759819	hypoxia_halfLifeRatio_G4
MSMEG_6919	0.530320712142771	-0.915062999582125	19.40779984	19.41	945	0.999886648119526	-0.000163541464876701	hypoxia_halfLifeRatio_G4
MSMEG_6920	1.09815192461966	0.135077658836103	19.95631186	20.41	369	0.977771281724645	-0.032431062543849	hypoxia_halfLifeRatio_G4
MSMEG_6934	0.995259181450146	-0.0068558193805892	44.22780641	44.24	333	0.999724376356239	-0.000397695673689593	hypoxia_halfLifeRatio_G4
MSMEG_6935	1.10375447966884	0.142419293169695	16.32689083	16.88	1191	0.967232869075829	-0.0480648229564875	hypoxia_halfLifeRatio_G4
VBIMycSme59918_2265	0.807571261607095	-0.308338523339613	15.86866653	16.34	363	0.971154622399021	-0.0422270822407815	hypoxia_halfLifeRatio_G4
VBIMycSme59918_3829	2.85742040342833	1.51471331115065	28.98096655	29.33	753	0.988099780088647	-0.0172713597873816	hypoxia_halfLifeRatio_G4
ORF32	0.824613815738449	-0.278209462268741	13.96115194	14.08	438	0.991559086647727	-0.0122293501954394	hypoxia_halfLifeRatio_G4
